Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,PPFST Crowd
HHS Region 1,1 wk ahead,Bin,percent,9.3,9.4,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,9.4,9.5,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,9.5,9.6,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,9.6,9.7,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,9.7,9.8,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,9.8,9.9,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,9.9,10,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,10,10.1,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,10.1,10.2,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,10.2,10.3,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,10.3,10.4,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,10.4,10.5,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,10.5,10.6,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,10.6,10.7,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,10.7,10.8,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,10.8,10.9,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,10.9,11,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,11,11.1,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,11.1,11.2,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,11.2,11.3,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,11.3,11.4,0.00033818
HHS Region 1,1 wk ahead,Bin,percent,11.4,11.5,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,11.5,11.6,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,11.6,11.7,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,11.7,11.8,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,11.8,11.9,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,11.9,12,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,12,12.1,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,12.1,12.2,0.000338179
HHS Region 1,1 wk ahead,Bin,percent,12.2,12.3,0.000338129
HHS Region 1,1 wk ahead,Bin,percent,12.3,12.4,0.000338072
HHS Region 1,1 wk ahead,Bin,percent,12.4,12.5,0.000338072
HHS Region 1,1 wk ahead,Bin,percent,12.5,12.6,0.000338072
HHS Region 1,1 wk ahead,Bin,percent,12.6,12.7,0.000338072
HHS Region 1,1 wk ahead,Bin,percent,12.7,12.8,0.000338072
HHS Region 1,1 wk ahead,Bin,percent,12.8,12.9,0.000338072
HHS Region 1,1 wk ahead,Bin,percent,12.9,13,0.000338072
HHS Region 1,1 wk ahead,Bin,percent,13,100,0.000338072
HHS Region 1,2 wk ahead,Point,percent,NA,NA,2.2415215
HHS Region 1,2 wk ahead,Bin,percent,0,0.1,0.000362576
HHS Region 1,2 wk ahead,Bin,percent,0.1,0.2,0.000363213
HHS Region 1,2 wk ahead,Bin,percent,0.2,0.3,0.00036444
HHS Region 1,2 wk ahead,Bin,percent,0.3,0.4,0.000366818
HHS Region 1,2 wk ahead,Bin,percent,0.4,0.5,0.000371443
HHS Region 1,2 wk ahead,Bin,percent,0.5,0.6,0.000384562
HHS Region 1,2 wk ahead,Bin,percent,0.6,0.7,0.000427122
HHS Region 1,2 wk ahead,Bin,percent,0.7,0.8,0.000461088
HHS Region 1,2 wk ahead,Bin,percent,0.8,0.9,0.000581675
HHS Region 1,2 wk ahead,Bin,percent,0.9,1,0.000851688
HHS Region 1,2 wk ahead,Bin,percent,1,1.1,0.00147382
HHS Region 1,2 wk ahead,Bin,percent,1.1,1.2,0.002596759
HHS Region 1,2 wk ahead,Bin,percent,1.2,1.3,0.003846113
HHS Region 1,2 wk ahead,Bin,percent,1.3,1.4,0.006419556
HHS Region 1,2 wk ahead,Bin,percent,1.4,1.5,0.010578105
HHS Region 1,2 wk ahead,Bin,percent,1.5,1.6,0.019621916
HHS Region 1,2 wk ahead,Bin,percent,1.6,1.7,0.027402312
HHS Region 1,2 wk ahead,Bin,percent,1.7,1.8,0.039264463
HHS Region 1,2 wk ahead,Bin,percent,1.8,1.9,0.0547788
HHS Region 1,2 wk ahead,Bin,percent,1.9,2,0.069878887
HHS Region 1,2 wk ahead,Bin,percent,2,2.1,0.082345105
HHS Region 1,2 wk ahead,Bin,percent,2.1,2.2,0.093019863
HHS Region 1,2 wk ahead,Bin,percent,2.2,2.3,0.094329251
HHS Region 1,2 wk ahead,Bin,percent,2.3,2.4,0.088709438
HHS Region 1,2 wk ahead,Bin,percent,2.4,2.5,0.076882061
HHS Region 1,2 wk ahead,Bin,percent,2.5,2.6,0.064265842
HHS Region 1,2 wk ahead,Bin,percent,2.6,2.7,0.05099766
HHS Region 1,2 wk ahead,Bin,percent,2.7,2.8,0.041577575
HHS Region 1,2 wk ahead,Bin,percent,2.8,2.9,0.031007072
HHS Region 1,2 wk ahead,Bin,percent,2.9,3,0.021236111
HHS Region 1,2 wk ahead,Bin,percent,3,3.1,0.015948365
HHS Region 1,2 wk ahead,Bin,percent,3.1,3.2,0.013629856
HHS Region 1,2 wk ahead,Bin,percent,3.2,3.3,0.011475201
HHS Region 1,2 wk ahead,Bin,percent,3.3,3.4,0.008812402
HHS Region 1,2 wk ahead,Bin,percent,3.4,3.5,0.00618637
HHS Region 1,2 wk ahead,Bin,percent,3.5,3.6,0.003657872
HHS Region 1,2 wk ahead,Bin,percent,3.6,3.7,0.001632756
HHS Region 1,2 wk ahead,Bin,percent,3.7,3.8,0.000778762
HHS Region 1,2 wk ahead,Bin,percent,3.8,3.9,0.00050553
HHS Region 1,2 wk ahead,Bin,percent,3.9,4,0.000410183
HHS Region 1,2 wk ahead,Bin,percent,4,4.1,0.00046239
HHS Region 1,2 wk ahead,Bin,percent,4.1,4.2,0.000513707
HHS Region 1,2 wk ahead,Bin,percent,4.2,4.3,0.000455371
HHS Region 1,2 wk ahead,Bin,percent,4.3,4.4,0.000439385
HHS Region 1,2 wk ahead,Bin,percent,4.4,4.5,0.000488191
HHS Region 1,2 wk ahead,Bin,percent,4.5,4.6,0.000639164
HHS Region 1,2 wk ahead,Bin,percent,4.6,4.7,0.001800234
HHS Region 1,2 wk ahead,Bin,percent,4.7,4.8,0.002065654
HHS Region 1,2 wk ahead,Bin,percent,4.8,4.9,0.003140346
HHS Region 1,2 wk ahead,Bin,percent,4.9,5,0.002672066
HHS Region 1,2 wk ahead,Bin,percent,5,5.1,0.002791557
HHS Region 1,2 wk ahead,Bin,percent,5.1,5.2,0.00142007
HHS Region 1,2 wk ahead,Bin,percent,5.2,5.3,0.001619769
HHS Region 1,2 wk ahead,Bin,percent,5.3,5.4,0.001488722
HHS Region 1,2 wk ahead,Bin,percent,5.4,5.5,0.001335943
HHS Region 1,2 wk ahead,Bin,percent,5.5,5.6,0.001043261
HHS Region 1,2 wk ahead,Bin,percent,5.6,5.7,0.00094597
HHS Region 1,2 wk ahead,Bin,percent,5.7,5.8,0.000957903
HHS Region 1,2 wk ahead,Bin,percent,5.8,5.9,0.001275299
HHS Region 1,2 wk ahead,Bin,percent,5.9,6,0.000580149
HHS Region 1,2 wk ahead,Bin,percent,6,6.1,0.000752216
HHS Region 1,2 wk ahead,Bin,percent,6.1,6.2,0.000461511
HHS Region 1,2 wk ahead,Bin,percent,6.2,6.3,0.000391117
HHS Region 1,2 wk ahead,Bin,percent,6.3,6.4,0.000391117
HHS Region 1,2 wk ahead,Bin,percent,6.4,6.5,0.000378812
HHS Region 1,2 wk ahead,Bin,percent,6.5,6.6,0.000378592
HHS Region 1,2 wk ahead,Bin,percent,6.6,6.7,0.000378592
HHS Region 1,2 wk ahead,Bin,percent,6.7,6.8,0.000373071
HHS Region 1,2 wk ahead,Bin,percent,6.8,6.9,0.000370689
HHS Region 1,2 wk ahead,Bin,percent,6.9,7,0.000370689
HHS Region 1,2 wk ahead,Bin,percent,7,7.1,0.000370689
HHS Region 1,2 wk ahead,Bin,percent,7.1,7.2,0.000380699
HHS Region 1,2 wk ahead,Bin,percent,7.2,7.3,0.000388751
HHS Region 1,2 wk ahead,Bin,percent,7.3,7.4,0.000388751
HHS Region 1,2 wk ahead,Bin,percent,7.4,7.5,0.00036442
HHS Region 1,2 wk ahead,Bin,percent,7.5,7.6,0.000363461
HHS Region 1,2 wk ahead,Bin,percent,7.6,7.7,0.000363461
HHS Region 1,2 wk ahead,Bin,percent,7.7,7.8,0.000363461
HHS Region 1,2 wk ahead,Bin,percent,7.8,7.9,0.000363461
HHS Region 1,2 wk ahead,Bin,percent,7.9,8,0.000357997
HHS Region 1,2 wk ahead,Bin,percent,8,8.1,0.000352778
HHS Region 1,2 wk ahead,Bin,percent,8.1,8.2,0.000352778
HHS Region 1,2 wk ahead,Bin,percent,8.2,8.3,0.000352778
HHS Region 1,2 wk ahead,Bin,percent,8.3,8.4,0.000352778
HHS Region 1,2 wk ahead,Bin,percent,8.4,8.5,0.000352778
HHS Region 1,2 wk ahead,Bin,percent,8.5,8.6,0.000352778
HHS Region 1,2 wk ahead,Bin,percent,8.6,8.7,0.000352778
HHS Region 1,2 wk ahead,Bin,percent,8.7,8.8,0.000352778
HHS Region 1,2 wk ahead,Bin,percent,8.8,8.9,0.000352778
HHS Region 1,2 wk ahead,Bin,percent,8.9,9,0.000356541
HHS Region 1,2 wk ahead,Bin,percent,9,9.1,0.000365016
HHS Region 1,2 wk ahead,Bin,percent,9.1,9.2,0.000365016
HHS Region 1,2 wk ahead,Bin,percent,9.2,9.3,0.000365016
HHS Region 1,2 wk ahead,Bin,percent,9.3,9.4,0.000365016
HHS Region 1,2 wk ahead,Bin,percent,9.4,9.5,0.000362642
HHS Region 1,2 wk ahead,Bin,percent,9.5,9.6,0.000353324
HHS Region 1,2 wk ahead,Bin,percent,9.6,9.7,0.000353324
HHS Region 1,2 wk ahead,Bin,percent,9.7,9.8,0.000353324
HHS Region 1,2 wk ahead,Bin,percent,9.8,9.9,0.000353324
HHS Region 1,2 wk ahead,Bin,percent,9.9,10,0.000353324
HHS Region 1,2 wk ahead,Bin,percent,10,10.1,0.000353324
HHS Region 1,2 wk ahead,Bin,percent,10.1,10.2,0.000353324
HHS Region 1,2 wk ahead,Bin,percent,10.2,10.3,0.000353324
HHS Region 1,2 wk ahead,Bin,percent,10.3,10.4,0.000353324
HHS Region 1,2 wk ahead,Bin,percent,10.4,10.5,0.000352471
HHS Region 1,2 wk ahead,Bin,percent,10.5,10.6,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,10.6,10.7,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,10.7,10.8,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,10.8,10.9,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,10.9,11,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,11,11.1,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,11.1,11.2,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,11.2,11.3,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,11.3,11.4,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,11.4,11.5,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,11.5,11.6,0.000351362
HHS Region 1,2 wk ahead,Bin,percent,11.6,11.7,0.000352767
HHS Region 1,2 wk ahead,Bin,percent,11.7,11.8,0.000352927
HHS Region 1,2 wk ahead,Bin,percent,11.8,11.9,0.000352927
HHS Region 1,2 wk ahead,Bin,percent,11.9,12,0.000352927
HHS Region 1,2 wk ahead,Bin,percent,12,12.1,0.000352927
HHS Region 1,2 wk ahead,Bin,percent,12.1,12.2,0.000352927
HHS Region 1,2 wk ahead,Bin,percent,12.2,12.3,0.000352927
HHS Region 1,2 wk ahead,Bin,percent,12.3,12.4,0.000352927
HHS Region 1,2 wk ahead,Bin,percent,12.4,12.5,0.000352927
HHS Region 1,2 wk ahead,Bin,percent,12.5,12.6,0.000352928
HHS Region 1,2 wk ahead,Bin,percent,12.6,12.7,0.000363991
HHS Region 1,2 wk ahead,Bin,percent,12.7,12.8,0.000366484
HHS Region 1,2 wk ahead,Bin,percent,12.8,12.9,0.000366485
HHS Region 1,2 wk ahead,Bin,percent,12.9,13,0.000366485
HHS Region 1,2 wk ahead,Bin,percent,13,100,0.000366485
HHS Region 1,3 wk ahead,Point,percent,NA,NA,2.563045625
HHS Region 1,3 wk ahead,Bin,percent,0,0.1,0.000477999
HHS Region 1,3 wk ahead,Bin,percent,0.1,0.2,0.000485144
HHS Region 1,3 wk ahead,Bin,percent,0.2,0.3,0.000496216
HHS Region 1,3 wk ahead,Bin,percent,0.3,0.4,0.000513342
HHS Region 1,3 wk ahead,Bin,percent,0.4,0.5,0.00053975
HHS Region 1,3 wk ahead,Bin,percent,0.5,0.6,0.000580288
HHS Region 1,3 wk ahead,Bin,percent,0.6,0.7,0.000686532
HHS Region 1,3 wk ahead,Bin,percent,0.7,0.8,0.000835548
HHS Region 1,3 wk ahead,Bin,percent,0.8,0.9,0.001059587
HHS Region 1,3 wk ahead,Bin,percent,0.9,1,0.001559303
HHS Region 1,3 wk ahead,Bin,percent,1,1.1,0.002335873
HHS Region 1,3 wk ahead,Bin,percent,1.1,1.2,0.003317006
HHS Region 1,3 wk ahead,Bin,percent,1.2,1.3,0.004423586
HHS Region 1,3 wk ahead,Bin,percent,1.3,1.4,0.005455758
HHS Region 1,3 wk ahead,Bin,percent,1.4,1.5,0.007572059
HHS Region 1,3 wk ahead,Bin,percent,1.5,1.6,0.00948448
HHS Region 1,3 wk ahead,Bin,percent,1.6,1.7,0.012698746
HHS Region 1,3 wk ahead,Bin,percent,1.7,1.8,0.017664328
HHS Region 1,3 wk ahead,Bin,percent,1.8,1.9,0.021547523
HHS Region 1,3 wk ahead,Bin,percent,1.9,2,0.027937587
HHS Region 1,3 wk ahead,Bin,percent,2,2.1,0.037523391
HHS Region 1,3 wk ahead,Bin,percent,2.1,2.2,0.045301073
HHS Region 1,3 wk ahead,Bin,percent,2.2,2.3,0.054823712
HHS Region 1,3 wk ahead,Bin,percent,2.3,2.4,0.064617335
HHS Region 1,3 wk ahead,Bin,percent,2.4,2.5,0.073692772
HHS Region 1,3 wk ahead,Bin,percent,2.5,2.6,0.076751482
HHS Region 1,3 wk ahead,Bin,percent,2.6,2.7,0.075066089
HHS Region 1,3 wk ahead,Bin,percent,2.7,2.8,0.071601508
HHS Region 1,3 wk ahead,Bin,percent,2.8,2.9,0.065732852
HHS Region 1,3 wk ahead,Bin,percent,2.9,3,0.054957166
HHS Region 1,3 wk ahead,Bin,percent,3,3.1,0.04934686
HHS Region 1,3 wk ahead,Bin,percent,3.1,3.2,0.040318855
HHS Region 1,3 wk ahead,Bin,percent,3.2,3.3,0.034528798
HHS Region 1,3 wk ahead,Bin,percent,3.3,3.4,0.025767409
HHS Region 1,3 wk ahead,Bin,percent,3.4,3.5,0.018715073
HHS Region 1,3 wk ahead,Bin,percent,3.5,3.6,0.01169585
HHS Region 1,3 wk ahead,Bin,percent,3.6,3.7,0.006321546
HHS Region 1,3 wk ahead,Bin,percent,3.7,3.8,0.003766022
HHS Region 1,3 wk ahead,Bin,percent,3.8,3.9,0.003254516
HHS Region 1,3 wk ahead,Bin,percent,3.9,4,0.002337102
HHS Region 1,3 wk ahead,Bin,percent,4,4.1,0.001717857
HHS Region 1,3 wk ahead,Bin,percent,4.1,4.2,0.001409995
HHS Region 1,3 wk ahead,Bin,percent,4.2,4.3,0.001378649
HHS Region 1,3 wk ahead,Bin,percent,4.3,4.4,0.001173271
HHS Region 1,3 wk ahead,Bin,percent,4.4,4.5,0.000870376
HHS Region 1,3 wk ahead,Bin,percent,4.5,4.6,0.000873385
HHS Region 1,3 wk ahead,Bin,percent,4.6,4.7,0.000818673
HHS Region 1,3 wk ahead,Bin,percent,4.7,4.8,0.000821645
HHS Region 1,3 wk ahead,Bin,percent,4.8,4.9,0.000606983
HHS Region 1,3 wk ahead,Bin,percent,4.9,5,0.000724126
HHS Region 1,3 wk ahead,Bin,percent,5,5.1,0.00075674
HHS Region 1,3 wk ahead,Bin,percent,5.1,5.2,0.000628696
HHS Region 1,3 wk ahead,Bin,percent,5.2,5.3,0.000836434
HHS Region 1,3 wk ahead,Bin,percent,5.3,5.4,0.000967734
HHS Region 1,3 wk ahead,Bin,percent,5.4,5.5,0.001547772
HHS Region 1,3 wk ahead,Bin,percent,5.5,5.6,0.001402419
HHS Region 1,3 wk ahead,Bin,percent,5.6,5.7,0.001528031
HHS Region 1,3 wk ahead,Bin,percent,5.7,5.8,0.001419669
HHS Region 1,3 wk ahead,Bin,percent,5.8,5.9,0.001213758
HHS Region 1,3 wk ahead,Bin,percent,5.9,6,0.00144991
HHS Region 1,3 wk ahead,Bin,percent,6,6.1,0.001329492
HHS Region 1,3 wk ahead,Bin,percent,6.1,6.2,0.001084892
HHS Region 1,3 wk ahead,Bin,percent,6.2,6.3,0.001436476
HHS Region 1,3 wk ahead,Bin,percent,6.3,6.4,0.001372213
HHS Region 1,3 wk ahead,Bin,percent,6.4,6.5,0.001117299
HHS Region 1,3 wk ahead,Bin,percent,6.5,6.6,0.00130958
HHS Region 1,3 wk ahead,Bin,percent,6.6,6.7,0.001074528
HHS Region 1,3 wk ahead,Bin,percent,6.7,6.8,0.001127658
HHS Region 1,3 wk ahead,Bin,percent,6.8,6.9,0.000971028
HHS Region 1,3 wk ahead,Bin,percent,6.9,7,0.001222133
HHS Region 1,3 wk ahead,Bin,percent,7,7.1,0.00078327
HHS Region 1,3 wk ahead,Bin,percent,7.1,7.2,0.000729206
HHS Region 1,3 wk ahead,Bin,percent,7.2,7.3,0.000684198
HHS Region 1,3 wk ahead,Bin,percent,7.3,7.4,0.000576162
HHS Region 1,3 wk ahead,Bin,percent,7.4,7.5,0.000659927
HHS Region 1,3 wk ahead,Bin,percent,7.5,7.6,0.000656213
HHS Region 1,3 wk ahead,Bin,percent,7.6,7.7,0.00054545
HHS Region 1,3 wk ahead,Bin,percent,7.7,7.8,0.000597659
HHS Region 1,3 wk ahead,Bin,percent,7.8,7.9,0.000517867
HHS Region 1,3 wk ahead,Bin,percent,7.9,8,0.000471519
HHS Region 1,3 wk ahead,Bin,percent,8,8.1,0.000471519
HHS Region 1,3 wk ahead,Bin,percent,8.1,8.2,0.000471519
HHS Region 1,3 wk ahead,Bin,percent,8.2,8.3,0.000471087
HHS Region 1,3 wk ahead,Bin,percent,8.3,8.4,0.000460541
HHS Region 1,3 wk ahead,Bin,percent,8.4,8.5,0.000460541
HHS Region 1,3 wk ahead,Bin,percent,8.5,8.6,0.000460541
HHS Region 1,3 wk ahead,Bin,percent,8.6,8.7,0.000460541
HHS Region 1,3 wk ahead,Bin,percent,8.7,8.8,0.000460541
HHS Region 1,3 wk ahead,Bin,percent,8.8,8.9,0.000460541
HHS Region 1,3 wk ahead,Bin,percent,8.9,9,0.000460541
HHS Region 1,3 wk ahead,Bin,percent,9,9.1,0.000460541
HHS Region 1,3 wk ahead,Bin,percent,9.1,9.2,0.00047825
HHS Region 1,3 wk ahead,Bin,percent,9.2,9.3,0.000484654
HHS Region 1,3 wk ahead,Bin,percent,9.3,9.4,0.000484654
HHS Region 1,3 wk ahead,Bin,percent,9.4,9.5,0.000475541
HHS Region 1,3 wk ahead,Bin,percent,9.5,9.6,0.000467863
HHS Region 1,3 wk ahead,Bin,percent,9.6,9.7,0.000467863
HHS Region 1,3 wk ahead,Bin,percent,9.7,9.8,0.000467863
HHS Region 1,3 wk ahead,Bin,percent,9.8,9.9,0.000467863
HHS Region 1,3 wk ahead,Bin,percent,9.9,10,0.000467863
HHS Region 1,3 wk ahead,Bin,percent,10,10.1,0.000485321
HHS Region 1,3 wk ahead,Bin,percent,10.1,10.2,0.000486129
HHS Region 1,3 wk ahead,Bin,percent,10.2,10.3,0.000486129
HHS Region 1,3 wk ahead,Bin,percent,10.3,10.4,0.000460589
HHS Region 1,3 wk ahead,Bin,percent,10.4,10.5,0.000457104
HHS Region 1,3 wk ahead,Bin,percent,10.5,10.6,0.000457104
HHS Region 1,3 wk ahead,Bin,percent,10.6,10.7,0.000457104
HHS Region 1,3 wk ahead,Bin,percent,10.7,10.8,0.000457104
HHS Region 1,3 wk ahead,Bin,percent,10.8,10.9,0.000457104
HHS Region 1,3 wk ahead,Bin,percent,10.9,11,0.000457104
HHS Region 1,3 wk ahead,Bin,percent,11,11.1,0.000457104
HHS Region 1,3 wk ahead,Bin,percent,11.1,11.2,0.000457104
HHS Region 1,3 wk ahead,Bin,percent,11.2,11.3,0.000457104
HHS Region 1,3 wk ahead,Bin,percent,11.3,11.4,0.000457152
HHS Region 1,3 wk ahead,Bin,percent,11.4,11.5,0.000457513
HHS Region 1,3 wk ahead,Bin,percent,11.5,11.6,0.000457513
HHS Region 1,3 wk ahead,Bin,percent,11.6,11.7,0.000457513
HHS Region 1,3 wk ahead,Bin,percent,11.7,11.8,0.000457513
HHS Region 1,3 wk ahead,Bin,percent,11.8,11.9,0.000457513
HHS Region 1,3 wk ahead,Bin,percent,11.9,12,0.000457513
HHS Region 1,3 wk ahead,Bin,percent,12,12.1,0.000457513
HHS Region 1,3 wk ahead,Bin,percent,12.1,12.2,0.000457513
HHS Region 1,3 wk ahead,Bin,percent,12.2,12.3,0.000457513
HHS Region 1,3 wk ahead,Bin,percent,12.3,12.4,0.000457513
HHS Region 1,3 wk ahead,Bin,percent,12.4,12.5,0.000466748
HHS Region 1,3 wk ahead,Bin,percent,12.5,12.6,0.000470332
HHS Region 1,3 wk ahead,Bin,percent,12.6,12.7,0.000470332
HHS Region 1,3 wk ahead,Bin,percent,12.7,12.8,0.000470332
HHS Region 1,3 wk ahead,Bin,percent,12.8,12.9,0.000470332
HHS Region 1,3 wk ahead,Bin,percent,12.9,13,0.000504201
HHS Region 1,3 wk ahead,Bin,percent,13,100,0.000519512
HHS Region 1,4 wk ahead,Point,percent,NA,NA,3.08675
HHS Region 1,4 wk ahead,Bin,percent,0,0.1,0.000532701
HHS Region 1,4 wk ahead,Bin,percent,0.1,0.2,0.000535132
HHS Region 1,4 wk ahead,Bin,percent,0.2,0.3,0.000538695
HHS Region 1,4 wk ahead,Bin,percent,0.3,0.4,0.000543917
HHS Region 1,4 wk ahead,Bin,percent,0.4,0.5,0.000551558
HHS Region 1,4 wk ahead,Bin,percent,0.5,0.6,0.000562717
HHS Region 1,4 wk ahead,Bin,percent,0.6,0.7,0.000578965
HHS Region 1,4 wk ahead,Bin,percent,0.7,0.8,0.000602531
HHS Region 1,4 wk ahead,Bin,percent,0.8,0.9,0.000636546
HHS Region 1,4 wk ahead,Bin,percent,0.9,1,0.00089397
HHS Region 1,4 wk ahead,Bin,percent,1,1.1,0.000943961
HHS Region 1,4 wk ahead,Bin,percent,1.1,1.2,0.001876584
HHS Region 1,4 wk ahead,Bin,percent,1.2,1.3,0.001947697
HHS Region 1,4 wk ahead,Bin,percent,1.3,1.4,0.003106657
HHS Region 1,4 wk ahead,Bin,percent,1.4,1.5,0.00410607
HHS Region 1,4 wk ahead,Bin,percent,1.5,1.6,0.005483081
HHS Region 1,4 wk ahead,Bin,percent,1.6,1.7,0.007317961
HHS Region 1,4 wk ahead,Bin,percent,1.7,1.8,0.009996598
HHS Region 1,4 wk ahead,Bin,percent,1.8,1.9,0.012458067
HHS Region 1,4 wk ahead,Bin,percent,1.9,2,0.015023229
HHS Region 1,4 wk ahead,Bin,percent,2,2.1,0.018309598
HHS Region 1,4 wk ahead,Bin,percent,2.1,2.2,0.022049668
HHS Region 1,4 wk ahead,Bin,percent,2.2,2.3,0.0274183
HHS Region 1,4 wk ahead,Bin,percent,2.3,2.4,0.033808755
HHS Region 1,4 wk ahead,Bin,percent,2.4,2.5,0.038163291
HHS Region 1,4 wk ahead,Bin,percent,2.5,2.6,0.044040848
HHS Region 1,4 wk ahead,Bin,percent,2.6,2.7,0.052754209
HHS Region 1,4 wk ahead,Bin,percent,2.7,2.8,0.057654778
HHS Region 1,4 wk ahead,Bin,percent,2.8,2.9,0.060679729
HHS Region 1,4 wk ahead,Bin,percent,2.9,3,0.062594746
HHS Region 1,4 wk ahead,Bin,percent,3,3.1,0.062061585
HHS Region 1,4 wk ahead,Bin,percent,3.1,3.2,0.060075574
HHS Region 1,4 wk ahead,Bin,percent,3.2,3.3,0.055150072
HHS Region 1,4 wk ahead,Bin,percent,3.3,3.4,0.048830578
HHS Region 1,4 wk ahead,Bin,percent,3.4,3.5,0.03620852
HHS Region 1,4 wk ahead,Bin,percent,3.5,3.6,0.030904059
HHS Region 1,4 wk ahead,Bin,percent,3.6,3.7,0.022625988
HHS Region 1,4 wk ahead,Bin,percent,3.7,3.8,0.021893427
HHS Region 1,4 wk ahead,Bin,percent,3.8,3.9,0.017555087
HHS Region 1,4 wk ahead,Bin,percent,3.9,4,0.016014234
HHS Region 1,4 wk ahead,Bin,percent,4,4.1,0.012794659
HHS Region 1,4 wk ahead,Bin,percent,4.1,4.2,0.010671628
HHS Region 1,4 wk ahead,Bin,percent,4.2,4.3,0.0099377
HHS Region 1,4 wk ahead,Bin,percent,4.3,4.4,0.010262306
HHS Region 1,4 wk ahead,Bin,percent,4.4,4.5,0.009458489
HHS Region 1,4 wk ahead,Bin,percent,4.5,4.6,0.007350047
HHS Region 1,4 wk ahead,Bin,percent,4.6,4.7,0.00639126
HHS Region 1,4 wk ahead,Bin,percent,4.7,4.8,0.004556298
HHS Region 1,4 wk ahead,Bin,percent,4.8,4.9,0.00476933
HHS Region 1,4 wk ahead,Bin,percent,4.9,5,0.004392087
HHS Region 1,4 wk ahead,Bin,percent,5,5.1,0.003416776
HHS Region 1,4 wk ahead,Bin,percent,5.1,5.2,0.003074315
HHS Region 1,4 wk ahead,Bin,percent,5.2,5.3,0.002587492
HHS Region 1,4 wk ahead,Bin,percent,5.3,5.4,0.002107832
HHS Region 1,4 wk ahead,Bin,percent,5.4,5.5,0.001169378
HHS Region 1,4 wk ahead,Bin,percent,5.5,5.6,0.001161908
HHS Region 1,4 wk ahead,Bin,percent,5.6,5.7,0.001002214
HHS Region 1,4 wk ahead,Bin,percent,5.7,5.8,0.00239005
HHS Region 1,4 wk ahead,Bin,percent,5.8,5.9,0.001150947
HHS Region 1,4 wk ahead,Bin,percent,5.9,6,0.000994736
HHS Region 1,4 wk ahead,Bin,percent,6,6.1,0.001302813
HHS Region 1,4 wk ahead,Bin,percent,6.1,6.2,0.001147467
HHS Region 1,4 wk ahead,Bin,percent,6.2,6.3,0.001146951
HHS Region 1,4 wk ahead,Bin,percent,6.3,6.4,0.001146598
HHS Region 1,4 wk ahead,Bin,percent,6.4,6.5,0.000991764
HHS Region 1,4 wk ahead,Bin,percent,6.5,6.6,0.000527824
HHS Region 1,4 wk ahead,Bin,percent,6.6,6.7,0.0006823
HHS Region 1,4 wk ahead,Bin,percent,6.7,6.8,0.000682221
HHS Region 1,4 wk ahead,Bin,percent,6.8,6.9,0.000682165
HHS Region 1,4 wk ahead,Bin,percent,6.9,7,0.000836718
HHS Region 1,4 wk ahead,Bin,percent,7,7.1,0.000836691
HHS Region 1,4 wk ahead,Bin,percent,7.1,7.2,0.00052749
HHS Region 1,4 wk ahead,Bin,percent,7.2,7.3,0.000682068
HHS Region 1,4 wk ahead,Bin,percent,7.3,7.4,0.000682059
HHS Region 1,4 wk ahead,Bin,percent,7.4,7.5,0.000682052
HHS Region 1,4 wk ahead,Bin,percent,7.5,7.6,0.000527457
HHS Region 1,4 wk ahead,Bin,percent,7.6,7.7,0.000527453
HHS Region 1,4 wk ahead,Bin,percent,7.7,7.8,0.000682042
