Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,
HHS Region 2,4 wk ahead,Bin,percent,9.3,9.4,0.000378417
HHS Region 2,4 wk ahead,Bin,percent,9.4,9.5,0.000378416
HHS Region 2,4 wk ahead,Bin,percent,9.5,9.6,0.000378416
HHS Region 2,4 wk ahead,Bin,percent,9.6,9.7,0.000378417
HHS Region 2,4 wk ahead,Bin,percent,9.7,9.8,0.000440475
HHS Region 2,4 wk ahead,Bin,percent,9.8,9.9,0.000316361
HHS Region 2,4 wk ahead,Bin,percent,9.9,10,0.000378419
HHS Region 2,4 wk ahead,Bin,percent,10,10.1,0.000254304
HHS Region 2,4 wk ahead,Bin,percent,10.1,10.2,0.000254304
HHS Region 2,4 wk ahead,Bin,percent,10.2,10.3,0.000254303
HHS Region 2,4 wk ahead,Bin,percent,10.3,10.4,0.000254303
HHS Region 2,4 wk ahead,Bin,percent,10.4,10.5,0.000378417
HHS Region 2,4 wk ahead,Bin,percent,10.5,10.6,0.000254301
HHS Region 2,4 wk ahead,Bin,percent,10.6,10.7,0.000254302
HHS Region 2,4 wk ahead,Bin,percent,10.7,10.8,0.000378418
HHS Region 2,4 wk ahead,Bin,percent,10.8,10.9,0.000254304
HHS Region 2,4 wk ahead,Bin,percent,10.9,11,0.000254305
HHS Region 2,4 wk ahead,Bin,percent,11,11.1,0.000254304
HHS Region 2,4 wk ahead,Bin,percent,11.1,11.2,0.000316361
HHS Region 2,4 wk ahead,Bin,percent,11.2,11.3,0.000254304
HHS Region 2,4 wk ahead,Bin,percent,11.3,11.4,0.000254303
HHS Region 2,4 wk ahead,Bin,percent,11.4,11.5,0.000254302
HHS Region 2,4 wk ahead,Bin,percent,11.5,11.6,0.000254301
HHS Region 2,4 wk ahead,Bin,percent,11.6,11.7,0.000254302
HHS Region 2,4 wk ahead,Bin,percent,11.7,11.8,0.000254303
HHS Region 2,4 wk ahead,Bin,percent,11.8,11.9,0.000254304
HHS Region 2,4 wk ahead,Bin,percent,11.9,12,0.000254305
HHS Region 2,4 wk ahead,Bin,percent,12,12.1,0.000254305
HHS Region 2,4 wk ahead,Bin,percent,12.1,12.2,0.000254304
HHS Region 2,4 wk ahead,Bin,percent,12.2,12.3,0.000316359
HHS Region 2,4 wk ahead,Bin,percent,12.3,12.4,0.000316355
HHS Region 2,4 wk ahead,Bin,percent,12.4,12.5,0.000254285
HHS Region 2,4 wk ahead,Bin,percent,12.5,12.6,0.000254252
HHS Region 2,4 wk ahead,Bin,percent,12.6,12.7,0.000254167
HHS Region 2,4 wk ahead,Bin,percent,12.7,12.8,0.000253975
HHS Region 2,4 wk ahead,Bin,percent,12.8,12.9,0.000315643
HHS Region 2,4 wk ahead,Bin,percent,12.9,13,0.00025291
HHS Region 2,4 wk ahead,Bin,percent,13,100,0.000103042
HHS Region 3,Season onset,Point,week,NA,NA,26
HHS Region 3,Season onset,Bin,week,40,41,0.001171829
HHS Region 3,Season onset,Bin,week,41,42,0.001171829
HHS Region 3,Season onset,Bin,week,42,43,0.001171829
HHS Region 3,Season onset,Bin,week,43,44,0.001171829
HHS Region 3,Season onset,Bin,week,44,45,0.001171829
HHS Region 3,Season onset,Bin,week,45,46,0.001171829
HHS Region 3,Season onset,Bin,week,46,47,0.00117183
HHS Region 3,Season onset,Bin,week,47,48,0.001171837
HHS Region 3,Season onset,Bin,week,48,49,0.001172489
HHS Region 3,Season onset,Bin,week,49,50,0.001327102
HHS Region 3,Season onset,Bin,week,50,51,0.044967051
HHS Region 3,Season onset,Bin,week,51,52,0.843000467
HHS Region 3,Season onset,Bin,week,52,53,0.044967051
HHS Region 3,Season onset,Bin,week,1,2,0.001327102
HHS Region 3,Season onset,Bin,week,2,3,0.014484253
HHS Region 3,Season onset,Bin,week,3,4,0.007338954
HHS Region 3,Season onset,Bin,week,4,5,0.010143295
HHS Region 3,Season onset,Bin,week,5,6,0.002317309
HHS Region 3,Season onset,Bin,week,6,7,0.002002819
HHS Region 3,Season onset,Bin,week,7,8,0.001171829
HHS Region 3,Season onset,Bin,week,8,9,0.001171829
HHS Region 3,Season onset,Bin,week,9,10,0.001171829
HHS Region 3,Season onset,Bin,week,10,11,0.001171829
HHS Region 3,Season onset,Bin,week,11,12,0.001171829
HHS Region 3,Season onset,Bin,week,12,13,0.001171829
HHS Region 3,Season onset,Bin,week,13,14,0.001171829
HHS Region 3,Season onset,Bin,week,14,15,0.001171829
HHS Region 3,Season onset,Bin,week,15,16,0.001171829
HHS Region 3,Season onset,Bin,week,16,17,0.001171829
HHS Region 3,Season onset,Bin,week,17,18,0.001171829
HHS Region 3,Season onset,Bin,week,18,19,0.001171829
HHS Region 3,Season onset,Bin,week,19,20,0.001171829
HHS Region 3,Season onset,Bin,week,20,21,0.001171829
HHS Region 3,Season onset,Bin,week,none,none,0.001171849
HHS Region 3,Season peak week,Point,week,NA,NA,3
HHS Region 3,Season peak week,Bin,week,40,41,0.002200209
HHS Region 3,Season peak week,Bin,week,41,42,0.002200209
HHS Region 3,Season peak week,Bin,week,42,43,0.002200209
HHS Region 3,Season peak week,Bin,week,43,44,0.002200209
HHS Region 3,Season peak week,Bin,week,44,45,0.002200209
HHS Region 3,Season peak week,Bin,week,45,46,0.002200209
HHS Region 3,Season peak week,Bin,week,46,47,0.002200209
HHS Region 3,Season peak week,Bin,week,47,48,0.002200209
HHS Region 3,Season peak week,Bin,week,48,49,0.002200209
HHS Region 3,Season peak week,Bin,week,49,50,0.002200209
HHS Region 3,Season peak week,Bin,week,50,51,0.002200209
HHS Region 3,Season peak week,Bin,week,51,52,0.002200209
HHS Region 3,Season peak week,Bin,week,52,53,0.440837837
HHS Region 3,Season peak week,Bin,week,1,2,0.021456492
HHS Region 3,Season peak week,Bin,week,2,3,0.002200209
HHS Region 3,Season peak week,Bin,week,3,4,0.006204668
HHS Region 3,Season peak week,Bin,week,4,5,0.013821795
HHS Region 3,Season peak week,Bin,week,5,6,0.034786387
HHS Region 3,Season peak week,Bin,week,6,7,0.08149397
HHS Region 3,Season peak week,Bin,week,7,8,0.306444887
HHS Region 3,Season peak week,Bin,week,8,9,0.017630293
HHS Region 3,Season peak week,Bin,week,9,10,0.003348259
HHS Region 3,Season peak week,Bin,week,10,11,0.010965396
HHS Region 3,Season peak week,Bin,week,11,12,0.008108947
HHS Region 3,Season peak week,Bin,week,12,13,0.002396119
HHS Region 3,Season peak week,Bin,week,13,14,0.002396119
HHS Region 3,Season peak week,Bin,week,14,15,0.002200209
HHS Region 3,Season peak week,Bin,week,15,16,0.002200209
HHS Region 3,Season peak week,Bin,week,16,17,0.002200209
HHS Region 3,Season peak week,Bin,week,17,18,0.002200209
HHS Region 3,Season peak week,Bin,week,18,19,0.002396119
HHS Region 3,Season peak week,Bin,week,19,20,0.002200209
HHS Region 3,Season peak week,Bin,week,20,21,0.008108947
HHS Region 3,Season peak percentage,Point,percent,NA,NA,5.428378255
HHS Region 3,Season peak percentage,Bin,percent,0,0.1,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,0.1,0.2,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,0.2,0.3,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,0.3,0.4,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,0.4,0.5,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,0.5,0.6,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,0.6,0.7,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,0.7,0.8,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,0.8,0.9,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,0.9,1,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,1,1.1,6.94786E-07
HHS Region 3,Season peak percentage,Bin,percent,1.1,1.2,1.38957E-06
HHS Region 3,Season peak percentage,Bin,percent,1.2,1.3,5.55829E-06
HHS Region 3,Season peak percentage,Bin,percent,1.3,1.4,1.9454E-05
HHS Region 3,Season peak percentage,Bin,percent,1.4,1.5,3.75185E-05
HHS Region 3,Season peak percentage,Bin,percent,1.5,1.6,6.53099E-05
HHS Region 3,Season peak percentage,Bin,percent,1.6,1.7,0.000108387
HHS Region 3,Season peak percentage,Bin,percent,1.7,1.8,0.000172307
HHS Region 3,Season peak percentage,Bin,percent,1.8,1.9,0.000241786
HHS Region 3,Season peak percentage,Bin,percent,1.9,2,0.000300148
HHS Region 3,Season peak percentage,Bin,percent,2,2.1,0.000340445
HHS Region 3,Season peak percentage,Bin,percent,2.1,2.2,0.000365458
HHS Region 3,Season peak percentage,Bin,percent,2.2,2.3,0.00034114
HHS Region 3,Season peak percentage,Bin,percent,2.3,2.4,0.000355036
HHS Region 3,Season peak percentage,Bin,percent,2.4,2.5,0.000349477
HHS Region 3,Season peak percentage,Bin,percent,2.5,2.6,0.000378658
HHS Region 3,Season peak percentage,Bin,percent,2.6,2.7,0.000383522
HHS Region 3,Season peak percentage,Bin,percent,2.7,2.8,0.000416177
HHS Region 3,Season peak percentage,Bin,percent,2.8,2.9,0.000434936
HHS Region 3,Season peak percentage,Bin,percent,2.9,3,0.000554439
HHS Region 3,Season peak percentage,Bin,percent,3,3.1,0.00053707
HHS Region 3,Season peak percentage,Bin,percent,3.1,3.2,0.000646846
HHS Region 3,Season peak percentage,Bin,percent,3.2,3.3,0.00077955
HHS Region 3,Season peak percentage,Bin,percent,3.3,3.4,0.000805257
HHS Region 3,Season peak percentage,Bin,percent,3.4,3.5,0.000901138
HHS Region 3,Season peak percentage,Bin,percent,3.5,3.6,0.000946994
HHS Region 3,Season peak percentage,Bin,percent,3.6,3.7,0.001035926
HHS Region 3,Season peak percentage,Bin,percent,3.7,3.8,0.001029673
HHS Region 3,Season peak percentage,Bin,percent,3.8,3.9,0.001091509
HHS Region 3,Season peak percentage,Bin,percent,3.9,4,0.001094983
HHS Region 3,Season peak percentage,Bin,percent,4,4.1,0.219683447
HHS Region 3,Season peak percentage,Bin,percent,4.1,4.2,0.024261628
HHS Region 3,Season peak percentage,Bin,percent,4.2,4.3,0.023815809
HHS Region 3,Season peak percentage,Bin,percent,4.3,4.4,0.021639239
HHS Region 3,Season peak percentage,Bin,percent,4.4,4.5,0.021667715
HHS Region 3,Season peak percentage,Bin,percent,4.5,4.6,0.018397651
HHS Region 3,Season peak percentage,Bin,percent,4.6,4.7,0.019964162
HHS Region 3,Season peak percentage,Bin,percent,4.7,4.8,0.018830825
HHS Region 3,Season peak percentage,Bin,percent,4.8,4.9,0.017839506
HHS Region 3,Season peak percentage,Bin,percent,4.9,5,0.019439029
HHS Region 3,Season peak percentage,Bin,percent,5,5.1,0.020647312
HHS Region 3,Season peak percentage,Bin,percent,5.1,5.2,0.020263336
HHS Region 3,Season peak percentage,Bin,percent,5.2,5.3,0.021470958
HHS Region 3,Season peak percentage,Bin,percent,5.3,5.4,0.019671971
HHS Region 3,Season peak percentage,Bin,percent,5.4,5.5,0.018434549
HHS Region 3,Season peak percentage,Bin,percent,5.5,5.6,0.018156518
HHS Region 3,Season peak percentage,Bin,percent,5.6,5.7,0.018013677
HHS Region 3,Season peak percentage,Bin,percent,5.7,5.8,0.013700552
HHS Region 3,Season peak percentage,Bin,percent,5.8,5.9,0.013685383
HHS Region 3,Season peak percentage,Bin,percent,5.9,6,0.012961206
HHS Region 3,Season peak percentage,Bin,percent,6,6.1,0.011771085
HHS Region 3,Season peak percentage,Bin,percent,6.1,6.2,0.013052756
HHS Region 3,Season peak percentage,Bin,percent,6.2,6.3,0.013284916
HHS Region 3,Season peak percentage,Bin,percent,6.3,6.4,0.01278455
HHS Region 3,Season peak percentage,Bin,percent,6.4,6.5,0.011057285
HHS Region 3,Season peak percentage,Bin,percent,6.5,6.6,0.013642157
HHS Region 3,Season peak percentage,Bin,percent,6.6,6.7,0.012233071
HHS Region 3,Season peak percentage,Bin,percent,6.7,6.8,0.013543124
HHS Region 3,Season peak percentage,Bin,percent,6.8,6.9,0.013480983
HHS Region 3,Season peak percentage,Bin,percent,6.9,7,0.010538288
HHS Region 3,Season peak percentage,Bin,percent,7,7.1,0.010075054
HHS Region 3,Season peak percentage,Bin,percent,7.1,7.2,0.010978782
HHS Region 3,Season peak percentage,Bin,percent,7.2,7.3,0.009864525
HHS Region 3,Season peak percentage,Bin,percent,7.3,7.4,0.009353778
HHS Region 3,Season peak percentage,Bin,percent,7.4,7.5,0.008668648
HHS Region 3,Season peak percentage,Bin,percent,7.5,7.6,0.008927658
HHS Region 3,Season peak percentage,Bin,percent,7.6,7.7,0.00951408
HHS Region 3,Season peak percentage,Bin,percent,7.7,7.8,0.008199793
HHS Region 3,Season peak percentage,Bin,percent,7.8,7.9,0.008515298
HHS Region 3,Season peak percentage,Bin,percent,7.9,8,0.00866582
HHS Region 3,Season peak percentage,Bin,percent,8,8.1,0.010069847
HHS Region 3,Season peak percentage,Bin,percent,8.1,8.2,0.007083511
HHS Region 3,Season peak percentage,Bin,percent,8.2,8.3,0.006417432
HHS Region 3,Season peak percentage,Bin,percent,8.3,8.4,0.006013072
HHS Region 3,Season peak percentage,Bin,percent,8.4,8.5,0.005330084
HHS Region 3,Season peak percentage,Bin,percent,8.5,8.6,0.004417965
HHS Region 3,Season peak percentage,Bin,percent,8.6,8.7,0.00463736
HHS Region 3,Season peak percentage,Bin,percent,8.7,8.8,0.004357733
HHS Region 3,Season peak percentage,Bin,percent,8.8,8.9,0.004215418
HHS Region 3,Season peak percentage,Bin,percent,8.9,9,0.003962681
HHS Region 3,Season peak percentage,Bin,percent,9,9.1,0.003362803
HHS Region 3,Season peak percentage,Bin,percent,9.1,9.2,0.003808282
HHS Region 3,Season peak percentage,Bin,percent,9.2,9.3,0.003876037
HHS Region 3,Season peak percentage,Bin,percent,9.3,9.4,0.004752063
HHS Region 3,Season peak percentage,Bin,percent,9.4,9.5,0.004540698
HHS Region 3,Season peak percentage,Bin,percent,9.5,9.6,0.00407201
HHS Region 3,Season peak percentage,Bin,percent,9.6,9.7,0.003960971
HHS Region 3,Season peak percentage,Bin,percent,9.7,9.8,0.004041047
HHS Region 3,Season peak percentage,Bin,percent,9.8,9.9,0.004460927
HHS Region 3,Season peak percentage,Bin,percent,9.9,10,0.003716609
HHS Region 3,Season peak percentage,Bin,percent,10,10.1,0.004890678
HHS Region 3,Season peak percentage,Bin,percent,10.1,10.2,0.004599698
HHS Region 3,Season peak percentage,Bin,percent,10.2,10.3,0.005042652
HHS Region 3,Season peak percentage,Bin,percent,10.3,10.4,0.005211526
HHS Region 3,Season peak percentage,Bin,percent,10.4,10.5,0.005195488
HHS Region 3,Season peak percentage,Bin,percent,10.5,10.6,0.005343439
HHS Region 3,Season peak percentage,Bin,percent,10.6,10.7,0.005705562
HHS Region 3,Season peak percentage,Bin,percent,10.7,10.8,0.005093206
HHS Region 3,Season peak percentage,Bin,percent,10.8,10.9,0.005154935
HHS Region 3,Season peak percentage,Bin,percent,10.9,11,0.004344917
HHS Region 3,Season peak percentage,Bin,percent,11,11.1,0.003938387
HHS Region 3,Season peak percentage,Bin,percent,11.1,11.2,0.003498897
HHS Region 3,Season peak percentage,Bin,percent,11.2,11.3,0.002509553
HHS Region 3,Season peak percentage,Bin,percent,11.3,11.4,0.003017437
HHS Region 3,Season peak percentage,Bin,percent,11.4,11.5,0.00250656
HHS Region 3,Season peak percentage,Bin,percent,11.5,11.6,0.001759533
HHS Region 3,Season peak percentage,Bin,percent,11.6,11.7,0.00105751
HHS Region 3,Season peak percentage,Bin,percent,11.7,11.8,0.001404681
HHS Region 3,Season peak percentage,Bin,percent,11.8,11.9,0.00097576
HHS Region 3,Season peak percentage,Bin,percent,11.9,12,0.000657615
HHS Region 3,Season peak percentage,Bin,percent,12,12.1,0.000671775
HHS Region 3,Season peak percentage,Bin,percent,12.1,12.2,0.000610026
HHS Region 3,Season peak percentage,Bin,percent,12.2,12.3,0.000446095
HHS Region 3,Season peak percentage,Bin,percent,12.3,12.4,0.000439099
HHS Region 3,Season peak percentage,Bin,percent,12.4,12.5,0.000396148
HHS Region 3,Season peak percentage,Bin,percent,12.5,12.6,0.000345282
HHS Region 3,Season peak percentage,Bin,percent,12.6,12.7,0.000438864
HHS Region 3,Season peak percentage,Bin,percent,12.7,12.8,0.000487851
HHS Region 3,Season peak percentage,Bin,percent,12.8,12.9,0.000384337
HHS Region 3,Season peak percentage,Bin,percent,12.9,13,0.000363601
HHS Region 3,Season peak percentage,Bin,percent,13,100,0.01196848
HHS Region 3,1 wk ahead,Point,percent,NA,NA,4.15
HHS Region 3,1 wk ahead,Bin,percent,0,0.1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,0.1,0.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,0.2,0.3,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,0.3,0.4,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,0.4,0.5,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,0.5,0.6,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,0.6,0.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,0.7,0.8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,0.8,0.9,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,0.9,1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,1,1.1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,1.1,1.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,1.2,1.3,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,1.3,1.4,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,1.4,1.5,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,1.5,1.6,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,1.6,1.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,1.7,1.8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,1.8,1.9,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,1.9,2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,2,2.1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,2.1,2.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,2.2,2.3,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,2.3,2.4,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,2.4,2.5,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,2.5,2.6,0.005104104
HHS Region 3,1 wk ahead,Bin,percent,2.6,2.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,2.7,2.8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,2.8,2.9,0.00140808
HHS Region 3,1 wk ahead,Bin,percent,2.9,3,0.006953192
HHS Region 3,1 wk ahead,Bin,percent,3,3.1,0.006004681
HHS Region 3,1 wk ahead,Bin,percent,3.1,3.2,0.012229519
HHS Region 3,1 wk ahead,Bin,percent,3.2,3.3,0.043191748
HHS Region 3,1 wk ahead,Bin,percent,3.3,3.4,0.057171397
HHS Region 3,1 wk ahead,Bin,percent,3.4,3.5,0.064244789
HHS Region 3,1 wk ahead,Bin,percent,3.5,3.6,0.072629962
HHS Region 3,1 wk ahead,Bin,percent,3.6,3.7,0.082150641
HHS Region 3,1 wk ahead,Bin,percent,3.7,3.8,0.065883965
HHS Region 3,1 wk ahead,Bin,percent,3.8,3.9,0.054320469
HHS Region 3,1 wk ahead,Bin,percent,3.9,4,0.039112156
HHS Region 3,1 wk ahead,Bin,percent,4,4.1,0.037095775
HHS Region 3,1 wk ahead,Bin,percent,4.1,4.2,0.03028687
HHS Region 3,1 wk ahead,Bin,percent,4.2,4.3,0.023415648
HHS Region 3,1 wk ahead,Bin,percent,4.3,4.4,0.011492784
HHS Region 3,1 wk ahead,Bin,percent,4.4,4.5,0.030587742
HHS Region 3,1 wk ahead,Bin,percent,4.5,4.6,0.025812778
HHS Region 3,1 wk ahead,Bin,percent,4.6,4.7,0.029978214
HHS Region 3,1 wk ahead,Bin,percent,4.7,4.8,0.017541167
HHS Region 3,1 wk ahead,Bin,percent,4.8,4.9,0.029978214
HHS Region 3,1 wk ahead,Bin,percent,4.9,5,0.054852258
HHS Region 3,1 wk ahead,Bin,percent,5,5.1,0.017541167
HHS Region 3,1 wk ahead,Bin,percent,5.1,5.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,5.2,5.3,0.013395468
HHS Region 3,1 wk ahead,Bin,percent,5.3,5.4,0.017541167
HHS Region 3,1 wk ahead,Bin,percent,5.4,5.5,0.005104104
HHS Region 3,1 wk ahead,Bin,percent,5.5,5.6,0.017541167
HHS Region 3,1 wk ahead,Bin,percent,5.6,5.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,5.7,5.8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,5.8,5.9,0.005104104
HHS Region 3,1 wk ahead,Bin,percent,5.9,6,0.009249769
HHS Region 3,1 wk ahead,Bin,percent,6,6.1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,6.1,6.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,6.2,6.3,0.005104104
HHS Region 3,1 wk ahead,Bin,percent,6.3,6.4,0.005104104
HHS Region 3,1 wk ahead,Bin,percent,6.4,6.5,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,6.5,6.6,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,6.6,6.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,6.7,6.8,0.009249769
HHS Region 3,1 wk ahead,Bin,percent,6.8,6.9,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,6.9,7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,7,7.1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,7.1,7.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,7.2,7.3,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,7.3,7.4,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,7.4,7.5,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,7.5,7.6,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,7.6,7.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,7.7,7.8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,7.8,7.9,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,7.9,8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,8,8.1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,8.1,8.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,8.2,8.3,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,8.3,8.4,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,8.4,8.5,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,8.5,8.6,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,8.6,8.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,8.7,8.8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,8.8,8.9,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,8.9,9,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,9,9.1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,9.1,9.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,9.2,9.3,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,9.3,9.4,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,9.4,9.5,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,9.5,9.6,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,9.6,9.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,9.7,9.8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,9.8,9.9,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,9.9,10,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,10,10.1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,10.1,10.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,10.2,10.3,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,10.3,10.4,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,10.4,10.5,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,10.5,10.6,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,10.6,10.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,10.7,10.8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,10.8,10.9,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,10.9,11,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,11,11.1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,11.1,11.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,11.2,11.3,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,11.3,11.4,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,11.4,11.5,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,11.5,11.6,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,11.6,11.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,11.7,11.8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,11.8,11.9,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,11.9,12,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,12,12.1,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,12.1,12.2,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,12.2,12.3,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,12.3,12.4,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,12.4,12.5,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,12.5,12.6,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,12.6,12.7,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,12.7,12.8,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,12.8,12.9,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,12.9,13,0.00095842
HHS Region 3,1 wk ahead,Bin,percent,13,100,0.00065215
HHS Region 3,2 wk ahead,Point,percent,NA,NA,3.742225
HHS Region 3,2 wk ahead,Bin,percent,0,0.1,0.000615734
HHS Region 3,2 wk ahead,Bin,percent,0.1,0.2,0.000632631
HHS Region 3,2 wk ahead,Bin,percent,0.2,0.3,0.000652613
HHS Region 3,2 wk ahead,Bin,percent,0.3,0.4,0.000676217
HHS Region 3,2 wk ahead,Bin,percent,0.4,0.5,0.000704063
HHS Region 3,2 wk ahead,Bin,percent,0.5,0.6,0.000736865
HHS Region 3,2 wk ahead,Bin,percent,0.6,0.7,0.000775442
HHS Region 3,2 wk ahead,Bin,percent,0.7,0.8,0.000820729
HHS Region 3,2 wk ahead,Bin,percent,0.8,0.9,0.000873787
HHS Region 3,2 wk ahead,Bin,percent,0.9,1,0.001059932
HHS Region 3,2 wk ahead,Bin,percent,1,1.1,0.001008164
HHS Region 3,2 wk ahead,Bin,percent,1.1,1.2,0.00146467
HHS Region 3,2 wk ahead,Bin,percent,1.2,1.3,0.001748477
HHS Region 3,2 wk ahead,Bin,percent,1.3,1.4,0.002419916
HHS Region 3,2 wk ahead,Bin,percent,1.4,1.5,0.003046555
HHS Region 3,2 wk ahead,Bin,percent,1.5,1.6,0.004189018
HHS Region 3,2 wk ahead,Bin,percent,1.6,1.7,0.005415139
HHS Region 3,2 wk ahead,Bin,percent,1.7,1.8,0.007906332
HHS Region 3,2 wk ahead,Bin,percent,1.8,1.9,0.009492969
HHS Region 3,2 wk ahead,Bin,percent,1.9,2,0.012721778
HHS Region 3,2 wk ahead,Bin,percent,2,2.1,0.016291865
HHS Region 3,2 wk ahead,Bin,percent,2.1,2.2,0.021322424
