"location","target","unit","type","bin_start_incl","bin_end_notincl"
"HHS Region 1","4 wk ahead","percent","Bin","8.9","9"
"HHS Region 1","4 wk ahead","percent","Bin","9","9.1"
"HHS Region 1","4 wk ahead","percent","Bin","9.1","9.2"
"HHS Region 1","4 wk ahead","percent","Bin","9.2","9.3"
"HHS Region 1","4 wk ahead","percent","Bin","9.3","9.4"
"HHS Region 1","4 wk ahead","percent","Bin","9.4","9.5"
"HHS Region 1","4 wk ahead","percent","Bin","9.5","9.6"
"HHS Region 1","4 wk ahead","percent","Bin","9.6","9.7"
"HHS Region 1","4 wk ahead","percent","Bin","9.7","9.8"
"HHS Region 1","4 wk ahead","percent","Bin","9.8","9.9"
"HHS Region 1","4 wk ahead","percent","Bin","9.9","10"
"HHS Region 1","4 wk ahead","percent","Bin","10","10.1"
"HHS Region 1","4 wk ahead","percent","Bin","10.1","10.2"
"HHS Region 1","4 wk ahead","percent","Bin","10.2","10.3"
"HHS Region 1","4 wk ahead","percent","Bin","10.3","10.4"
"HHS Region 1","4 wk ahead","percent","Bin","10.4","10.5"
"HHS Region 1","4 wk ahead","percent","Bin","10.5","10.6"
"HHS Region 1","4 wk ahead","percent","Bin","10.6","10.7"
"HHS Region 1","4 wk ahead","percent","Bin","10.7","10.8"
"HHS Region 1","4 wk ahead","percent","Bin","10.8","10.9"
"HHS Region 1","4 wk ahead","percent","Bin","10.9","11"
"HHS Region 1","4 wk ahead","percent","Bin","11","11.1"
"HHS Region 1","4 wk ahead","percent","Bin","11.1","11.2"
"HHS Region 1","4 wk ahead","percent","Bin","11.2","11.3"
"HHS Region 1","4 wk ahead","percent","Bin","11.3","11.4"
"HHS Region 1","4 wk ahead","percent","Bin","11.4","11.5"
"HHS Region 1","4 wk ahead","percent","Bin","11.5","11.6"
"HHS Region 1","4 wk ahead","percent","Bin","11.6","11.7"
"HHS Region 1","4 wk ahead","percent","Bin","11.7","11.8"
"HHS Region 1","4 wk ahead","percent","Bin","11.8","11.9"
"HHS Region 1","4 wk ahead","percent","Bin","11.9","12"
"HHS Region 1","4 wk ahead","percent","Bin","12","12.1"
"HHS Region 1","4 wk ahead","percent","Bin","12.1","12.2"
"HHS Region 1","4 wk ahead","percent","Bin","12.2","12.3"
"HHS Region 1","4 wk ahead","percent","Bin","12.3","12.4"
"HHS Region 1","4 wk ahead","percent","Bin","12.4","12.5"
"HHS Region 1","4 wk ahead","percent","Bin","12.5","12.6"
"HHS Region 1","4 wk ahead","percent","Bin","12.6","12.7"
"HHS Region 1","4 wk ahead","percent","Bin","12.7","12.8"
"HHS Region 1","4 wk ahead","percent","Bin","12.8","12.9"
"HHS Region 1","4 wk ahead","percent","Bin","12.9","13"
"HHS Region 1","4 wk ahead","percent","Bin","13","100"
"HHS Region 2","Season onset","week","Bin","40","41"
"HHS Region 2","Season onset","week","Bin","41","42"
"HHS Region 2","Season onset","week","Bin","42","43"
"HHS Region 2","Season onset","week","Bin","43","44"
"HHS Region 2","Season onset","week","Bin","44","45"
"HHS Region 2","Season onset","week","Bin","45","46"
"HHS Region 2","Season onset","week","Bin","46","47"
"HHS Region 2","Season onset","week","Bin","47","48"
"HHS Region 2","Season onset","week","Bin","48","49"
"HHS Region 2","Season onset","week","Bin","49","50"
"HHS Region 2","Season onset","week","Bin","50","51"
"HHS Region 2","Season onset","week","Bin","51","52"
"HHS Region 2","Season onset","week","Bin","52","53"
"HHS Region 2","Season onset","week","Bin","1","2"
"HHS Region 2","Season onset","week","Bin","2","3"
"HHS Region 2","Season onset","week","Bin","3","4"
"HHS Region 2","Season onset","week","Bin","4","5"
"HHS Region 2","Season onset","week","Bin","5","6"
"HHS Region 2","Season onset","week","Bin","6","7"
"HHS Region 2","Season onset","week","Bin","7","8"
"HHS Region 2","Season onset","week","Bin","8","9"
"HHS Region 2","Season onset","week","Bin","9","10"
"HHS Region 2","Season onset","week","Bin","10","11"
"HHS Region 2","Season onset","week","Bin","11","12"
"HHS Region 2","Season onset","week","Bin","12","13"
"HHS Region 2","Season onset","week","Bin","13","14"
"HHS Region 2","Season onset","week","Bin","14","15"
"HHS Region 2","Season onset","week","Bin","15","16"
"HHS Region 2","Season onset","week","Bin","16","17"
"HHS Region 2","Season onset","week","Bin","17","18"
"HHS Region 2","Season onset","week","Bin","18","19"
"HHS Region 2","Season onset","week","Bin","19","20"
"HHS Region 2","Season onset","week","Bin","20","21"
"HHS Region 2","Season onset","week","Bin","none","none"
"HHS Region 2","Season peak week","week","Bin","40","41"
"HHS Region 2","Season peak week","week","Bin","41","42"
"HHS Region 2","Season peak week","week","Bin","42","43"
"HHS Region 2","Season peak week","week","Bin","43","44"
"HHS Region 2","Season peak week","week","Bin","44","45"
"HHS Region 2","Season peak week","week","Bin","45","46"
"HHS Region 2","Season peak week","week","Bin","46","47"
"HHS Region 2","Season peak week","week","Bin","47","48"
"HHS Region 2","Season peak week","week","Bin","48","49"
"HHS Region 2","Season peak week","week","Bin","49","50"
"HHS Region 2","Season peak week","week","Bin","50","51"
"HHS Region 2","Season peak week","week","Bin","51","52"
"HHS Region 2","Season peak week","week","Bin","52","53"
"HHS Region 2","Season peak week","week","Bin","1","2"
"HHS Region 2","Season peak week","week","Bin","2","3"
"HHS Region 2","Season peak week","week","Bin","3","4"
"HHS Region 2","Season peak week","week","Bin","4","5"
"HHS Region 2","Season peak week","week","Bin","5","6"
"HHS Region 2","Season peak week","week","Bin","6","7"
"HHS Region 2","Season peak week","week","Bin","7","8"
"HHS Region 2","Season peak week","week","Bin","8","9"
"HHS Region 2","Season peak week","week","Bin","9","10"
"HHS Region 2","Season peak week","week","Bin","10","11"
"HHS Region 2","Season peak week","week","Bin","11","12"
"HHS Region 2","Season peak week","week","Bin","12","13"
"HHS Region 2","Season peak week","week","Bin","13","14"
"HHS Region 2","Season peak week","week","Bin","14","15"
"HHS Region 2","Season peak week","week","Bin","15","16"
"HHS Region 2","Season peak week","week","Bin","16","17"
"HHS Region 2","Season peak week","week","Bin","17","18"
"HHS Region 2","Season peak week","week","Bin","18","19"
"HHS Region 2","Season peak week","week","Bin","19","20"
"HHS Region 2","Season peak week","week","Bin","20","21"
"HHS Region 2","Season peak percentage","percent","Bin","0","0.1"
"HHS Region 2","Season peak percentage","percent","Bin","0.1","0.2"
"HHS Region 2","Season peak percentage","percent","Bin","0.2","0.3"
"HHS Region 2","Season peak percentage","percent","Bin","0.3","0.4"
"HHS Region 2","Season peak percentage","percent","Bin","0.4","0.5"
"HHS Region 2","Season peak percentage","percent","Bin","0.5","0.6"
"HHS Region 2","Season peak percentage","percent","Bin","0.6","0.7"
"HHS Region 2","Season peak percentage","percent","Bin","0.7","0.8"
"HHS Region 2","Season peak percentage","percent","Bin","0.8","0.9"
"HHS Region 2","Season peak percentage","percent","Bin","0.9","1"
"HHS Region 2","Season peak percentage","percent","Bin","1","1.1"
"HHS Region 2","Season peak percentage","percent","Bin","1.1","1.2"
"HHS Region 2","Season peak percentage","percent","Bin","1.2","1.3"
"HHS Region 2","Season peak percentage","percent","Bin","1.3","1.4"
"HHS Region 2","Season peak percentage","percent","Bin","1.4","1.5"
"HHS Region 2","Season peak percentage","percent","Bin","1.5","1.6"
"HHS Region 2","Season peak percentage","percent","Bin","1.6","1.7"
"HHS Region 2","Season peak percentage","percent","Bin","1.7","1.8"
"HHS Region 2","Season peak percentage","percent","Bin","1.8","1.9"
"HHS Region 2","Season peak percentage","percent","Bin","1.9","2"
"HHS Region 2","Season peak percentage","percent","Bin","2","2.1"
"HHS Region 2","Season peak percentage","percent","Bin","2.1","2.2"
"HHS Region 2","Season peak percentage","percent","Bin","2.2","2.3"
"HHS Region 2","Season peak percentage","percent","Bin","2.3","2.4"
"HHS Region 2","Season peak percentage","percent","Bin","2.4","2.5"
"HHS Region 2","Season peak percentage","percent","Bin","2.5","2.6"
"HHS Region 2","Season peak percentage","percent","Bin","2.6","2.7"
"HHS Region 2","Season peak percentage","percent","Bin","2.7","2.8"
"HHS Region 2","Season peak percentage","percent","Bin","2.8","2.9"
"HHS Region 2","Season peak percentage","percent","Bin","2.9","3"
"HHS Region 2","Season peak percentage","percent","Bin","3","3.1"
"HHS Region 2","Season peak percentage","percent","Bin","3.1","3.2"
"HHS Region 2","Season peak percentage","percent","Bin","3.2","3.3"
"HHS Region 2","Season peak percentage","percent","Bin","3.3","3.4"
"HHS Region 2","Season peak percentage","percent","Bin","3.4","3.5"
"HHS Region 2","Season peak percentage","percent","Bin","3.5","3.6"
"HHS Region 2","Season peak percentage","percent","Bin","3.6","3.7"
"HHS Region 2","Season peak percentage","percent","Bin","3.7","3.8"
"HHS Region 2","Season peak percentage","percent","Bin","3.8","3.9"
"HHS Region 2","Season peak percentage","percent","Bin","3.9","4"
"HHS Region 2","Season peak percentage","percent","Bin","4","4.1"
"HHS Region 2","Season peak percentage","percent","Bin","4.1","4.2"
"HHS Region 2","Season peak percentage","percent","Bin","4.2","4.3"
"HHS Region 2","Season peak percentage","percent","Bin","4.3","4.4"
"HHS Region 2","Season peak percentage","percent","Bin","4.4","4.5"
"HHS Region 2","Season peak percentage","percent","Bin","4.5","4.6"
"HHS Region 2","Season peak percentage","percent","Bin","4.6","4.7"
"HHS Region 2","Season peak percentage","percent","Bin","4.7","4.8"
"HHS Region 2","Season peak percentage","percent","Bin","4.8","4.9"
"HHS Region 2","Season peak percentage","percent","Bin","4.9","5"
"HHS Region 2","Season peak percentage","percent","Bin","5","5.1"
"HHS Region 2","Season peak percentage","percent","Bin","5.1","5.2"
"HHS Region 2","Season peak percentage","percent","Bin","5.2","5.3"
"HHS Region 2","Season peak percentage","percent","Bin","5.3","5.4"
"HHS Region 2","Season peak percentage","percent","Bin","5.4","5.5"
"HHS Region 2","Season peak percentage","percent","Bin","5.5","5.6"
"HHS Region 2","Season peak percentage","percent","Bin","5.6","5.7"
"HHS Region 2","Season peak percentage","percent","Bin","5.7","5.8"
"HHS Region 2","Season peak percentage","percent","Bin","5.8","5.9"
"HHS Region 2","Season peak percentage","percent","Bin","5.9","6"
"HHS Region 2","Season peak percentage","percent","Bin","6","6.1"
"HHS Region 2","Season peak percentage","percent","Bin","6.1","6.2"
"HHS Region 2","Season peak percentage","percent","Bin","6.2","6.3"
"HHS Region 2","Season peak percentage","percent","Bin","6.3","6.4"
"HHS Region 2","Season peak percentage","percent","Bin","6.4","6.5"
"HHS Region 2","Season peak percentage","percent","Bin","6.5","6.6"
"HHS Region 2","Season peak percentage","percent","Bin","6.6","6.7"
"HHS Region 2","Season peak percentage","percent","Bin","6.7","6.8"
"HHS Region 2","Season peak percentage","percent","Bin","6.8","6.9"
"HHS Region 2","Season peak percentage","percent","Bin","6.9","7"
"HHS Region 2","Season peak percentage","percent","Bin","7","7.1"
"HHS Region 2","Season peak percentage","percent","Bin","7.1","7.2"
"HHS Region 2","Season peak percentage","percent","Bin","7.2","7.3"
"HHS Region 2","Season peak percentage","percent","Bin","7.3","7.4"
"HHS Region 2","Season peak percentage","percent","Bin","7.4","7.5"
"HHS Region 2","Season peak percentage","percent","Bin","7.5","7.6"
"HHS Region 2","Season peak percentage","percent","Bin","7.6","7.7"
"HHS Region 2","Season peak percentage","percent","Bin","7.7","7.8"
"HHS Region 2","Season peak percentage","percent","Bin","7.8","7.9"
"HHS Region 2","Season peak percentage","percent","Bin","7.9","8"
"HHS Region 2","Season peak percentage","percent","Bin","8","8.1"
"HHS Region 2","Season peak percentage","percent","Bin","8.1","8.2"
"HHS Region 2","Season peak percentage","percent","Bin","8.2","8.3"
"HHS Region 2","Season peak percentage","percent","Bin","8.3","8.4"
"HHS Region 2","Season peak percentage","percent","Bin","8.4","8.5"
"HHS Region 2","Season peak percentage","percent","Bin","8.5","8.6"
"HHS Region 2","Season peak percentage","percent","Bin","8.6","8.7"
"HHS Region 2","Season peak percentage","percent","Bin","8.7","8.8"
"HHS Region 2","Season peak percentage","percent","Bin","8.8","8.9"
"HHS Region 2","Season peak percentage","percent","Bin","8.9","9"
"HHS Region 2","Season peak percentage","percent","Bin","9","9.1"
"HHS Region 2","Season peak percentage","percent","Bin","9.1","9.2"
"HHS Region 2","Season peak percentage","percent","Bin","9.2","9.3"
"HHS Region 2","Season peak percentage","percent","Bin","9.3","9.4"
"HHS Region 2","Season peak percentage","percent","Bin","9.4","9.5"
"HHS Region 2","Season peak percentage","percent","Bin","9.5","9.6"
"HHS Region 2","Season peak percentage","percent","Bin","9.6","9.7"
"HHS Region 2","Season peak percentage","percent","Bin","9.7","9.8"
"HHS Region 2","Season peak percentage","percent","Bin","9.8","9.9"
"HHS Region 2","Season peak percentage","percent","Bin","9.9","10"
"HHS Region 2","Season peak percentage","percent","Bin","10","10.1"
"HHS Region 2","Season peak percentage","percent","Bin","10.1","10.2"
"HHS Region 2","Season peak percentage","percent","Bin","10.2","10.3"
"HHS Region 2","Season peak percentage","percent","Bin","10.3","10.4"
"HHS Region 2","Season peak percentage","percent","Bin","10.4","10.5"
"HHS Region 2","Season peak percentage","percent","Bin","10.5","10.6"
"HHS Region 2","Season peak percentage","percent","Bin","10.6","10.7"
"HHS Region 2","Season peak percentage","percent","Bin","10.7","10.8"
"HHS Region 2","Season peak percentage","percent","Bin","10.8","10.9"
"HHS Region 2","Season peak percentage","percent","Bin","10.9","11"
"HHS Region 2","Season peak percentage","percent","Bin","11","11.1"
"HHS Region 2","Season peak percentage","percent","Bin","11.1","11.2"
"HHS Region 2","Season peak percentage","percent","Bin","11.2","11.3"
"HHS Region 2","Season peak percentage","percent","Bin","11.3","11.4"
"HHS Region 2","Season peak percentage","percent","Bin","11.4","11.5"
"HHS Region 2","Season peak percentage","percent","Bin","11.5","11.6"
"HHS Region 2","Season peak percentage","percent","Bin","11.6","11.7"
"HHS Region 2","Season peak percentage","percent","Bin","11.7","11.8"
"HHS Region 2","Season peak percentage","percent","Bin","11.8","11.9"
"HHS Region 2","Season peak percentage","percent","Bin","11.9","12"
"HHS Region 2","Season peak percentage","percent","Bin","12","12.1"
"HHS Region 2","Season peak percentage","percent","Bin","12.1","12.2"
"HHS Region 2","Season peak percentage","percent","Bin","12.2","12.3"
"HHS Region 2","Season peak percentage","percent","Bin","12.3","12.4"
"HHS Region 2","Season peak percentage","percent","Bin","12.4","12.5"
"HHS Region 2","Season peak percentage","percent","Bin","12.5","12.6"
"HHS Region 2","Season peak percentage","percent","Bin","12.6","12.7"
"HHS Region 2","Season peak percentage","percent","Bin","12.7","12.8"
"HHS Region 2","Season peak percentage","percent","Bin","12.8","12.9"
"HHS Region 2","Season peak percentage","percent","Bin","12.9","13"
"HHS Region 2","Season peak percentage","percent","Bin","13","100"
"HHS Region 2","1 wk ahead","percent","Bin","0","0.1"
"HHS Region 2","1 wk ahead","percent","Bin","0.1","0.2"
"HHS Region 2","1 wk ahead","percent","Bin","0.2","0.3"
"HHS Region 2","1 wk ahead","percent","Bin","0.3","0.4"
"HHS Region 2","1 wk ahead","percent","Bin","0.4","0.5"
"HHS Region 2","1 wk ahead","percent","Bin","0.5","0.6"
"HHS Region 2","1 wk ahead","percent","Bin","0.6","0.7"
"HHS Region 2","1 wk ahead","percent","Bin","0.7","0.8"
"HHS Region 2","1 wk ahead","percent","Bin","0.8","0.9"
"HHS Region 2","1 wk ahead","percent","Bin","0.9","1"
"HHS Region 2","1 wk ahead","percent","Bin","1","1.1"
"HHS Region 2","1 wk ahead","percent","Bin","1.1","1.2"
"HHS Region 2","1 wk ahead","percent","Bin","1.2","1.3"
"HHS Region 2","1 wk ahead","percent","Bin","1.3","1.4"
"HHS Region 2","1 wk ahead","percent","Bin","1.4","1.5"
"HHS Region 2","1 wk ahead","percent","Bin","1.5","1.6"
"HHS Region 2","1 wk ahead","percent","Bin","1.6","1.7"
"HHS Region 2","1 wk ahead","percent","Bin","1.7","1.8"
"HHS Region 2","1 wk ahead","percent","Bin","1.8","1.9"
"HHS Region 2","1 wk ahead","percent","Bin","1.9","2"
"HHS Region 2","1 wk ahead","percent","Bin","2","2.1"
"HHS Region 2","1 wk ahead","percent","Bin","2.1","2.2"
"HHS Region 2","1 wk ahead","percent","Bin","2.2","2.3"
"HHS Region 2","1 wk ahead","percent","Bin","2.3","2.4"
"HHS Region 2","1 wk ahead","percent","Bin","2.4","2.5"
"HHS Region 2","1 wk ahead","percent","Bin","2.5","2.6"
"HHS Region 2","1 wk ahead","percent","Bin","2.6","2.7"
"HHS Region 2","1 wk ahead","percent","Bin","2.7","2.8"
"HHS Region 2","1 wk ahead","percent","Bin","2.8","2.9"
"HHS Region 2","1 wk ahead","percent","Bin","2.9","3"
"HHS Region 2","1 wk ahead","percent","Bin","3","3.1"
"HHS Region 2","1 wk ahead","percent","Bin","3.1","3.2"
"HHS Region 2","1 wk ahead","percent","Bin","3.2","3.3"
"HHS Region 2","1 wk ahead","percent","Bin","3.3","3.4"
"HHS Region 2","1 wk ahead","percent","Bin","3.4","3.5"
"HHS Region 2","1 wk ahead","percent","Bin","3.5","3.6"
"HHS Region 2","1 wk ahead","percent","Bin","3.6","3.7"
"HHS Region 2","1 wk ahead","percent","Bin","3.7","3.8"
"HHS Region 2","1 wk ahead","percent","Bin","3.8","3.9"
"HHS Region 2","1 wk ahead","percent","Bin","3.9","4"
"HHS Region 2","1 wk ahead","percent","Bin","4","4.1"
"HHS Region 2","1 wk ahead","percent","Bin","4.1","4.2"
"HHS Region 2","1 wk ahead","percent","Bin","4.2","4.3"
"HHS Region 2","1 wk ahead","percent","Bin","4.3","4.4"
"HHS Region 2","1 wk ahead","percent","Bin","4.4","4.5"
"HHS Region 2","1 wk ahead","percent","Bin","4.5","4.6"
"HHS Region 2","1 wk ahead","percent","Bin","4.6","4.7"
"HHS Region 2","1 wk ahead","percent","Bin","4.7","4.8"
"HHS Region 2","1 wk ahead","percent","Bin","4.8","4.9"
"HHS Region 2","1 wk ahead","percent","Bin","4.9","5"
"HHS Region 2","1 wk ahead","percent","Bin","5","5.1"
"HHS Region 2","1 wk ahead","percent","Bin","5.1","5.2"
"HHS Region 2","1 wk ahead","percent","Bin","5.2","5.3"
"HHS Region 2","1 wk ahead","percent","Bin","5.3","5.4"
"HHS Region 2","1 wk ahead","percent","Bin","5.4","5.5"
"HHS Region 2","1 wk ahead","percent","Bin","5.5","5.6"
"HHS Region 2","1 wk ahead","percent","Bin","5.6","5.7"
"HHS Region 2","1 wk ahead","percent","Bin","5.7","5.8"
"HHS Region 2","1 wk ahead","percent","Bin","5.8","5.9"
"HHS Region 2","1 wk ahead","percent","Bin","5.9","6"
"HHS Region 2","1 wk ahead","percent","Bin","6","6.1"
"HHS Region 2","1 wk ahead","percent","Bin","6.1","6.2"
"HHS Region 2","1 wk ahead","percent","Bin","6.2","6.3"
"HHS Region 2","1 wk ahead","percent","Bin","6.3","6.4"
"HHS Region 2","1 wk ahead","percent","Bin","6.4","6.5"
"HHS Region 2","1 wk ahead","percent","Bin","6.5","6.6"
"HHS Region 2","1 wk ahead","percent","Bin","6.6","6.7"
"HHS Region 2","1 wk ahead","percent","Bin","6.7","6.8"
"HHS Region 2","1 wk ahead","percent","Bin","6.8","6.9"
"HHS Region 2","1 wk ahead","percent","Bin","6.9","7"
"HHS Region 2","1 wk ahead","percent","Bin","7","7.1"
"HHS Region 2","1 wk ahead","percent","Bin","7.1","7.2"
"HHS Region 2","1 wk ahead","percent","Bin","7.2","7.3"
"HHS Region 2","1 wk ahead","percent","Bin","7.3","7.4"
"HHS Region 2","1 wk ahead","percent","Bin","7.4","7.5"
"HHS Region 2","1 wk ahead","percent","Bin","7.5","7.6"
"HHS Region 2","1 wk ahead","percent","Bin","7.6","7.7"
"HHS Region 2","1 wk ahead","percent","Bin","7.7","7.8"
"HHS Region 2","1 wk ahead","percent","Bin","7.8","7.9"
"HHS Region 2","1 wk ahead","percent","Bin","7.9","8"
"HHS Region 2","1 wk ahead","percent","Bin","8","8.1"
"HHS Region 2","1 wk ahead","percent","Bin","8.1","8.2"
"HHS Region 2","1 wk ahead","percent","Bin","8.2","8.3"
"HHS Region 2","1 wk ahead","percent","Bin","8.3","8.4"
"HHS Region 2","1 wk ahead","percent","Bin","8.4","8.5"
"HHS Region 2","1 wk ahead","percent","Bin","8.5","8.6"
"HHS Region 2","1 wk ahead","percent","Bin","8.6","8.7"
"HHS Region 2","1 wk ahead","percent","Bin","8.7","8.8"
"HHS Region 2","1 wk ahead","percent","Bin","8.8","8.9"
"HHS Region 2","1 wk ahead","percent","Bin","8.9","9"
"HHS Region 2","1 wk ahead","percent","Bin","9","9.1"
"HHS Region 2","1 wk ahead","percent","Bin","9.1","9.2"
"HHS Region 2","1 wk ahead","percent","Bin","9.2","9.3"
"HHS Region 2","1 wk ahead","percent","Bin","9.3","9.4"
"HHS Region 2","1 wk ahead","percent","Bin","9.4","9.5"
"HHS Region 2","1 wk ahead","percent","Bin","9.5","9.6"
"HHS Region 2","1 wk ahead","percent","Bin","9.6","9.7"
"HHS Region 2","1 wk ahead","percent","Bin","9.7","9.8"
"HHS Region 2","1 wk ahead","percent","Bin","9.8","9.9"
"HHS Region 2","1 wk ahead","percent","Bin","9.9","10"
"HHS Region 2","1 wk ahead","percent","Bin","10","10.1"
"HHS Region 2","1 wk ahead","percent","Bin","10.1","10.2"
"HHS Region 2","1 wk ahead","percent","Bin","10.2","10.3"
"HHS Region 2","1 wk ahead","percent","Bin","10.3","10.4"
"HHS Region 2","1 wk ahead","percent","Bin","10.4","10.5"
"HHS Region 2","1 wk ahead","percent","Bin","10.5","10.6"
"HHS Region 2","1 wk ahead","percent","Bin","10.6","10.7"
"HHS Region 2","1 wk ahead","percent","Bin","10.7","10.8"
"HHS Region 2","1 wk ahead","percent","Bin","10.8","10.9"
"HHS Region 2","1 wk ahead","percent","Bin","10.9","11"
"HHS Region 2","1 wk ahead","percent","Bin","11","11.1"
"HHS Region 2","1 wk ahead","percent","Bin","11.1","11.2"
"HHS Region 2","1 wk ahead","percent","Bin","11.2","11.3"
"HHS Region 2","1 wk ahead","percent","Bin","11.3","11.4"
"HHS Region 2","1 wk ahead","percent","Bin","11.4","11.5"
"HHS Region 2","1 wk ahead","percent","Bin","11.5","11.6"
"HHS Region 2","1 wk ahead","percent","Bin","11.6","11.7"
"HHS Region 2","1 wk ahead","percent","Bin","11.7","11.8"
"HHS Region 2","1 wk ahead","percent","Bin","11.8","11.9"
"HHS Region 2","1 wk ahead","percent","Bin","11.9","12"
"HHS Region 2","1 wk ahead","percent","Bin","12","12.1"
"HHS Region 2","1 wk ahead","percent","Bin","12.1","12.2"
"HHS Region 2","1 wk ahead","percent","Bin","12.2","12.3"
"HHS Region 2","1 wk ahead","percent","Bin","12.3","12.4"
"HHS Region 2","1 wk ahead","percent","Bin","12.4","12.5"
"HHS Region 2","1 wk ahead","percent","Bin","12.5","12.6"
"HHS Region 2","1 wk ahead","percent","Bin","12.6","12.7"
"HHS Region 2","1 wk ahead","percent","Bin","12.7","12.8"
"HHS Region 2","1 wk ahead","percent","Bin","12.8","12.9"
"HHS Region 2","1 wk ahead","percent","Bin","12.9","13"
"HHS Region 2","1 wk ahead","percent","Bin","13","100"
"HHS Region 2","2 wk ahead","percent","Bin","0","0.1"
"HHS Region 2","2 wk ahead","percent","Bin","0.1","0.2"
"HHS Region 2","2 wk ahead","percent","Bin","0.2","0.3"
"HHS Region 2","2 wk ahead","percent","Bin","0.3","0.4"
"HHS Region 2","2 wk ahead","percent","Bin","0.4","0.5"
"HHS Region 2","2 wk ahead","percent","Bin","0.5","0.6"
"HHS Region 2","2 wk ahead","percent","Bin","0.6","0.7"
"HHS Region 2","2 wk ahead","percent","Bin","0.7","0.8"
"HHS Region 2","2 wk ahead","percent","Bin","0.8","0.9"
"HHS Region 2","2 wk ahead","percent","Bin","0.9","1"
"HHS Region 2","2 wk ahead","percent","Bin","1","1.1"
"HHS Region 2","2 wk ahead","percent","Bin","1.1","1.2"
"HHS Region 2","2 wk ahead","percent","Bin","1.2","1.3"
"HHS Region 2","2 wk ahead","percent","Bin","1.3","1.4"
"HHS Region 2","2 wk ahead","percent","Bin","1.4","1.5"
"HHS Region 2","2 wk ahead","percent","Bin","1.5","1.6"
"HHS Region 2","2 wk ahead","percent","Bin","1.6","1.7"
"HHS Region 2","2 wk ahead","percent","Bin","1.7","1.8"
"HHS Region 2","2 wk ahead","percent","Bin","1.8","1.9"
"HHS Region 2","2 wk ahead","percent","Bin","1.9","2"
"HHS Region 2","2 wk ahead","percent","Bin","2","2.1"
"HHS Region 2","2 wk ahead","percent","Bin","2.1","2.2"
"HHS Region 2","2 wk ahead","percent","Bin","2.2","2.3"
"HHS Region 2","2 wk ahead","percent","Bin","2.3","2.4"
"HHS Region 2","2 wk ahead","percent","Bin","2.4","2.5"
"HHS Region 2","2 wk ahead","percent","Bin","2.5","2.6"
"HHS Region 2","2 wk ahead","percent","Bin","2.6","2.7"
"HHS Region 2","2 wk ahead","percent","Bin","2.7","2.8"
"HHS Region 2","2 wk ahead","percent","Bin","2.8","2.9"
"HHS Region 2","2 wk ahead","percent","Bin","2.9","3"
"HHS Region 2","2 wk ahead","percent","Bin","3","3.1"
"HHS Region 2","2 wk ahead","percent","Bin","3.1","3.2"
"HHS Region 2","2 wk ahead","percent","Bin","3.2","3.3"
"HHS Region 2","2 wk ahead","percent","Bin","3.3","3.4"
"HHS Region 2","2 wk ahead","percent","Bin","3.4","3.5"
"HHS Region 2","2 wk ahead","percent","Bin","3.5","3.6"
"HHS Region 2","2 wk ahead","percent","Bin","3.6","3.7"
"HHS Region 2","2 wk ahead","percent","Bin","3.7","3.8"
"HHS Region 2","2 wk ahead","percent","Bin","3.8","3.9"
"HHS Region 2","2 wk ahead","percent","Bin","3.9","4"
"HHS Region 2","2 wk ahead","percent","Bin","4","4.1"
"HHS Region 2","2 wk ahead","percent","Bin","4.1","4.2"
"HHS Region 2","2 wk ahead","percent","Bin","4.2","4.3"
"HHS Region 2","2 wk ahead","percent","Bin","4.3","4.4"
"HHS Region 2","2 wk ahead","percent","Bin","4.4","4.5"
"HHS Region 2","2 wk ahead","percent","Bin","4.5","4.6"
"HHS Region 2","2 wk ahead","percent","Bin","4.6","4.7"
"HHS Region 2","2 wk ahead","percent","Bin","4.7","4.8"
"HHS Region 2","2 wk ahead","percent","Bin","4.8","4.9"
"HHS Region 2","2 wk ahead","percent","Bin","4.9","5"
"HHS Region 2","2 wk ahead","percent","Bin","5","5.1"
"HHS Region 2","2 wk ahead","percent","Bin","5.1","5.2"
"HHS Region 2","2 wk ahead","percent","Bin","5.2","5.3"
"HHS Region 2","2 wk ahead","percent","Bin","5.3","5.4"
"HHS Region 2","2 wk ahead","percent","Bin","5.4","5.5"
"HHS Region 2","2 wk ahead","percent","Bin","5.5","5.6"
"HHS Region 2","2 wk ahead","percent","Bin","5.6","5.7"
"HHS Region 2","2 wk ahead","percent","Bin","5.7","5.8"
"HHS Region 2","2 wk ahead","percent","Bin","5.8","5.9"
"HHS Region 2","2 wk ahead","percent","Bin","5.9","6"
"HHS Region 2","2 wk ahead","percent","Bin","6","6.1"
"HHS Region 2","2 wk ahead","percent","Bin","6.1","6.2"
"HHS Region 2","2 wk ahead","percent","Bin","6.2","6.3"
"HHS Region 2","2 wk ahead","percent","Bin","6.3","6.4"
"HHS Region 2","2 wk ahead","percent","Bin","6.4","6.5"
"HHS Region 2","2 wk ahead","percent","Bin","6.5","6.6"
"HHS Region 2","2 wk ahead","percent","Bin","6.6","6.7"
"HHS Region 2","2 wk ahead","percent","Bin","6.7","6.8"
"HHS Region 2","2 wk ahead","percent","Bin","6.8","6.9"
"HHS Region 2","2 wk ahead","percent","Bin","6.9","7"
"HHS Region 2","2 wk ahead","percent","Bin","7","7.1"
"HHS Region 2","2 wk ahead","percent","Bin","7.1","7.2"
