Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value,
HHS Region 1,2 wk ahead,Bin,percent,6.1,6.2,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,6.2,6.3,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,6.3,6.4,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,6.4,6.5,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,6.5,6.6,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,6.6,6.7,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,6.7,6.8,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,6.8,6.9,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,6.9,7,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,7,7.1,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,7.1,7.2,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,7.2,7.3,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,7.3,7.4,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,7.4,7.5,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,7.5,7.6,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,7.6,7.7,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,7.7,7.8,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,7.8,7.9,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,7.9,8,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,8,8.1,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,8.1,8.2,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,8.2,8.3,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,8.3,8.4,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,8.4,8.5,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,8.5,8.6,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,8.6,8.7,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,8.7,8.8,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,8.8,8.9,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,8.9,9,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,9,9.1,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,9.1,9.2,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,9.2,9.3,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,9.3,9.4,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,9.4,9.5,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,9.5,9.6,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,9.6,9.7,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,9.7,9.8,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,9.8,9.9,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,9.9,10,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,10,10.1,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,10.1,10.2,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,10.2,10.3,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,10.3,10.4,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,10.4,10.5,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,10.5,10.6,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,10.6,10.7,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,10.7,10.8,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,10.8,10.9,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,10.9,11,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,11,11.1,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,11.1,11.2,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,11.2,11.3,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,11.3,11.4,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,11.4,11.5,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,11.5,11.6,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,11.6,11.7,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,11.7,11.8,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,11.8,11.9,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,11.9,12,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,12,12.1,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,12.1,12.2,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,12.2,12.3,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,12.3,12.4,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,12.4,12.5,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,12.5,12.6,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,12.6,12.7,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,12.7,12.8,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,12.8,12.9,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,12.9,13,0.00048538,
HHS Region 1,2 wk ahead,Bin,percent,13,100,0.000322101,
HHS Region 1,3 wk ahead,Point,percent,NA,NA,1.324017313,
HHS Region 1,3 wk ahead,Bin,percent,0,0.1,0.000573617,
HHS Region 1,3 wk ahead,Bin,percent,0.1,0.2,0.001072271,
HHS Region 1,3 wk ahead,Bin,percent,0.2,0.3,0.002060431,
HHS Region 1,3 wk ahead,Bin,percent,0.3,0.4,0.003856144,
HHS Region 1,3 wk ahead,Bin,percent,0.4,0.5,0.006900495,
HHS Region 1,3 wk ahead,Bin,percent,0.5,0.6,0.011660101,
HHS Region 1,3 wk ahead,Bin,percent,0.6,0.7,0.0199444,
HHS Region 1,3 wk ahead,Bin,percent,0.7,0.8,0.034854906,
HHS Region 1,3 wk ahead,Bin,percent,0.8,0.9,0.056790424,
HHS Region 1,3 wk ahead,Bin,percent,0.9,1,0.130053486,
HHS Region 1,3 wk ahead,Bin,percent,1,1.1,0.111552985,
HHS Region 1,3 wk ahead,Bin,percent,1.1,1.2,0.110755498,
HHS Region 1,3 wk ahead,Bin,percent,1.2,1.3,0.099014233,
HHS Region 1,3 wk ahead,Bin,percent,1.3,1.4,0.077304658,
HHS Region 1,3 wk ahead,Bin,percent,1.4,1.5,0.05136784,
HHS Region 1,3 wk ahead,Bin,percent,1.5,1.6,0.030960857,
HHS Region 1,3 wk ahead,Bin,percent,1.6,1.7,0.023158125,
HHS Region 1,3 wk ahead,Bin,percent,1.7,1.8,0.014996025,
HHS Region 1,3 wk ahead,Bin,percent,1.8,1.9,0.014715125,
HHS Region 1,3 wk ahead,Bin,percent,1.9,2,0.002535915,
HHS Region 1,3 wk ahead,Bin,percent,2,2.1,0.008869182,
HHS Region 1,3 wk ahead,Bin,percent,2.1,2.2,0.008405493,
HHS Region 1,3 wk ahead,Bin,percent,2.2,2.3,0.011839446,
HHS Region 1,3 wk ahead,Bin,percent,2.3,2.4,0.003459244,
HHS Region 1,3 wk ahead,Bin,percent,2.4,2.5,0.00760962,
HHS Region 1,3 wk ahead,Bin,percent,2.5,2.6,0.007597537,
HHS Region 1,3 wk ahead,Bin,percent,2.6,2.7,0.005702704,
HHS Region 1,3 wk ahead,Bin,percent,2.7,2.8,0.010615954,
HHS Region 1,3 wk ahead,Bin,percent,2.8,2.9,0.006456546,
HHS Region 1,3 wk ahead,Bin,percent,2.9,3,0.004562862,
HHS Region 1,3 wk ahead,Bin,percent,3,3.1,0.004559587,
HHS Region 1,3 wk ahead,Bin,percent,3.1,3.2,0.006825873,
HHS Region 1,3 wk ahead,Bin,percent,3.2,3.3,0.011361114,
HHS Region 1,3 wk ahead,Bin,percent,3.3,3.4,0.00720227,
HHS Region 1,3 wk ahead,Bin,percent,3.4,3.5,0.006067968,
HHS Region 1,3 wk ahead,Bin,percent,3.5,3.6,0.006066862,
HHS Region 1,3 wk ahead,Bin,percent,3.6,3.7,0.006065642,
HHS Region 1,3 wk ahead,Bin,percent,3.7,3.8,0.009468658,
HHS Region 1,3 wk ahead,Bin,percent,3.8,3.9,0.006443303,
HHS Region 1,3 wk ahead,Bin,percent,3.9,4,0.00039436,
HHS Region 1,3 wk ahead,Bin,percent,4,4.1,0.007199226,
HHS Region 1,3 wk ahead,Bin,percent,4.1,4.2,0.000393387,
HHS Region 1,3 wk ahead,Bin,percent,4.2,4.3,0.009845829,
HHS Region 1,3 wk ahead,Bin,percent,4.3,4.4,0.004930133,
HHS Region 1,3 wk ahead,Bin,percent,4.4,4.5,0.000393134,
HHS Region 1,3 wk ahead,Bin,percent,4.5,4.6,0.0003933,
HHS Region 1,3 wk ahead,Bin,percent,4.6,4.7,0.000392907,
HHS Region 1,3 wk ahead,Bin,percent,4.7,4.8,0.000392735,
HHS Region 1,3 wk ahead,Bin,percent,4.8,4.9,0.000393424,
HHS Region 1,3 wk ahead,Bin,percent,4.9,5,0.00039287,
HHS Region 1,3 wk ahead,Bin,percent,5,5.1,0.000393081,
HHS Region 1,3 wk ahead,Bin,percent,5.1,5.2,0.00039264,
HHS Region 1,3 wk ahead,Bin,percent,5.2,5.3,0.000392733,
HHS Region 1,3 wk ahead,Bin,percent,5.3,5.4,0.00039251,
HHS Region 1,3 wk ahead,Bin,percent,5.4,5.5,0.000392505,
HHS Region 1,3 wk ahead,Bin,percent,5.5,5.6,0.000392514,
HHS Region 1,3 wk ahead,Bin,percent,5.6,5.7,0.000392494,
HHS Region 1,3 wk ahead,Bin,percent,5.7,5.8,0.000392434,
HHS Region 1,3 wk ahead,Bin,percent,5.8,5.9,0.000392377,
HHS Region 1,3 wk ahead,Bin,percent,5.9,6,0.000392405,
HHS Region 1,3 wk ahead,Bin,percent,6,6.1,0.000392395,
HHS Region 1,3 wk ahead,Bin,percent,6.1,6.2,0.000392287,
HHS Region 1,3 wk ahead,Bin,percent,6.2,6.3,0.000392298,
HHS Region 1,3 wk ahead,Bin,percent,6.3,6.4,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,6.4,6.5,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,6.5,6.6,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,6.6,6.7,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,6.7,6.8,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,6.8,6.9,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,6.9,7,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,7,7.1,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,7.1,7.2,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,7.2,7.3,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,7.3,7.4,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,7.4,7.5,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,7.5,7.6,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,7.6,7.7,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,7.7,7.8,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,7.8,7.9,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,7.9,8,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,8,8.1,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,8.1,8.2,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,8.2,8.3,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,8.3,8.4,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,8.4,8.5,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,8.5,8.6,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,8.6,8.7,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,8.7,8.8,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,8.8,8.9,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,8.9,9,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,9,9.1,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,9.1,9.2,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,9.2,9.3,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,9.3,9.4,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,9.4,9.5,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,9.5,9.6,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,9.6,9.7,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,9.7,9.8,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,9.8,9.9,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,9.9,10,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,10,10.1,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,10.1,10.2,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,10.2,10.3,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,10.3,10.4,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,10.4,10.5,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,10.5,10.6,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,10.6,10.7,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,10.7,10.8,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,10.8,10.9,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,10.9,11,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,11,11.1,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,11.1,11.2,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,11.2,11.3,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,11.3,11.4,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,11.4,11.5,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,11.5,11.6,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,11.6,11.7,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,11.7,11.8,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,11.8,11.9,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,11.9,12,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,12,12.1,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,12.1,12.2,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,12.2,12.3,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,12.3,12.4,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,12.4,12.5,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,12.5,12.6,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,12.6,12.7,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,12.7,12.8,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,12.8,12.9,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,12.9,13,0.000392238,
HHS Region 1,3 wk ahead,Bin,percent,13,100,0.00018809,
HHS Region 1,4 wk ahead,Point,percent,NA,NA,1.27763835,
HHS Region 1,4 wk ahead,Bin,percent,0,0.1,0.001408538,
HHS Region 1,4 wk ahead,Bin,percent,0.1,0.2,0.002510335,
HHS Region 1,4 wk ahead,Bin,percent,0.2,0.3,0.004366036,
HHS Region 1,4 wk ahead,Bin,percent,0.3,0.4,0.007303838,
HHS Region 1,4 wk ahead,Bin,percent,0.4,0.5,0.011605548,
HHS Region 1,4 wk ahead,Bin,percent,0.5,0.6,0.017585219,
HHS Region 1,4 wk ahead,Bin,percent,0.6,0.7,0.02698916,
HHS Region 1,4 wk ahead,Bin,percent,0.7,0.8,0.041351033,
HHS Region 1,4 wk ahead,Bin,percent,0.8,0.9,0.095122206,
HHS Region 1,4 wk ahead,Bin,percent,0.9,1,0.095807846,
HHS Region 1,4 wk ahead,Bin,percent,1,1.1,0.105610764,
HHS Region 1,4 wk ahead,Bin,percent,1.1,1.2,0.111609335,
HHS Region 1,4 wk ahead,Bin,percent,1.2,1.3,0.108989299,
HHS Region 1,4 wk ahead,Bin,percent,1.3,1.4,0.095799547,
HHS Region 1,4 wk ahead,Bin,percent,1.4,1.5,0.066616824,
HHS Region 1,4 wk ahead,Bin,percent,1.5,1.6,0.040599707,
HHS Region 1,4 wk ahead,Bin,percent,1.6,1.7,0.024744959,
HHS Region 1,4 wk ahead,Bin,percent,1.7,1.8,0.0145528,
HHS Region 1,4 wk ahead,Bin,percent,1.8,1.9,0.009714973,
HHS Region 1,4 wk ahead,Bin,percent,1.9,2,0.005018668,
HHS Region 1,4 wk ahead,Bin,percent,2,2.1,0.004083342,
HHS Region 1,4 wk ahead,Bin,percent,2.1,2.2,0.002574339,
HHS Region 1,4 wk ahead,Bin,percent,2.2,2.3,0.003784147,
HHS Region 1,4 wk ahead,Bin,percent,2.3,2.4,0.002382804,
HHS Region 1,4 wk ahead,Bin,percent,2.4,2.5,0.002973616,
HHS Region 1,4 wk ahead,Bin,percent,2.5,2.6,0.002859205,
HHS Region 1,4 wk ahead,Bin,percent,2.6,2.7,0.002218112,
HHS Region 1,4 wk ahead,Bin,percent,2.7,2.8,0.003996847,
HHS Region 1,4 wk ahead,Bin,percent,2.8,2.9,0.001223553,
HHS Region 1,4 wk ahead,Bin,percent,2.9,3,0.002370211,
HHS Region 1,4 wk ahead,Bin,percent,3,3.1,0.002359212,
HHS Region 1,4 wk ahead,Bin,percent,3.1,3.2,0.001802393,
HHS Region 1,4 wk ahead,Bin,percent,3.2,3.3,0.003993048,
HHS Region 1,4 wk ahead,Bin,percent,3.3,3.4,0.002288744,
HHS Region 1,4 wk ahead,Bin,percent,3.4,3.5,0.003192329,
HHS Region 1,4 wk ahead,Bin,percent,3.5,3.6,0.003191471,
HHS Region 1,4 wk ahead,Bin,percent,3.6,3.7,0.00293296,
HHS Region 1,4 wk ahead,Bin,percent,3.7,3.8,0.005429303,
HHS Region 1,4 wk ahead,Bin,percent,3.8,3.9,0.003238617,
HHS Region 1,4 wk ahead,Bin,percent,3.9,4,0.000503904,
HHS Region 1,4 wk ahead,Bin,percent,4,4.1,0.003893115,
HHS Region 1,4 wk ahead,Bin,percent,4.1,4.2,0.000485366,
HHS Region 1,4 wk ahead,Bin,percent,4.2,4.3,0.005445629,
HHS Region 1,4 wk ahead,Bin,percent,4.3,4.4,0.004681319,
HHS Region 1,4 wk ahead,Bin,percent,4.4,4.5,0.002493127,
HHS Region 1,4 wk ahead,Bin,percent,4.5,4.6,0.000952571,
HHS Region 1,4 wk ahead,Bin,percent,4.6,4.7,0.000546638,
HHS Region 1,4 wk ahead,Bin,percent,4.7,4.8,0.000523,
HHS Region 1,4 wk ahead,Bin,percent,4.8,4.9,0.000507738,
HHS Region 1,4 wk ahead,Bin,percent,4.9,5,0.00048634,
HHS Region 1,4 wk ahead,Bin,percent,5,5.1,0.000485413,
HHS Region 1,4 wk ahead,Bin,percent,5.1,5.2,0.000490223,
HHS Region 1,4 wk ahead,Bin,percent,5.2,5.3,0.000482812,
HHS Region 1,4 wk ahead,Bin,percent,5.3,5.4,0.00046895,
HHS Region 1,4 wk ahead,Bin,percent,5.4,5.5,0.000464795,
HHS Region 1,4 wk ahead,Bin,percent,5.5,5.6,0.000464724,
HHS Region 1,4 wk ahead,Bin,percent,5.6,5.7,0.00046778,
HHS Region 1,4 wk ahead,Bin,percent,5.7,5.8,0.000468797,
HHS Region 1,4 wk ahead,Bin,percent,5.8,5.9,0.000456371,
HHS Region 1,4 wk ahead,Bin,percent,5.9,6,0.000441404,
HHS Region 1,4 wk ahead,Bin,percent,6,6.1,0.000436651,
HHS Region 1,4 wk ahead,Bin,percent,6.1,6.2,0.000437599,
HHS Region 1,4 wk ahead,Bin,percent,6.2,6.3,0.000439272,
HHS Region 1,4 wk ahead,Bin,percent,6.3,6.4,0.000440742,
HHS Region 1,4 wk ahead,Bin,percent,6.4,6.5,0.000440641,
HHS Region 1,4 wk ahead,Bin,percent,6.5,6.6,0.000441705,
HHS Region 1,4 wk ahead,Bin,percent,6.6,6.7,0.000439303,
HHS Region 1,4 wk ahead,Bin,percent,6.7,6.8,0.000435375,
HHS Region 1,4 wk ahead,Bin,percent,6.8,6.9,0.000433791,
HHS Region 1,4 wk ahead,Bin,percent,6.9,7,0.000433592,
HHS Region 1,4 wk ahead,Bin,percent,7,7.1,0.000433588,
HHS Region 1,4 wk ahead,Bin,percent,7.1,7.2,0.000433588,
HHS Region 1,4 wk ahead,Bin,percent,7.2,7.3,0.000433581,
HHS Region 1,4 wk ahead,Bin,percent,7.3,7.4,0.000433582,
HHS Region 1,4 wk ahead,Bin,percent,7.4,7.5,0.000433593,
HHS Region 1,4 wk ahead,Bin,percent,7.5,7.6,0.000433583,
HHS Region 1,4 wk ahead,Bin,percent,7.6,7.7,0.000433583,
HHS Region 1,4 wk ahead,Bin,percent,7.7,7.8,0.000433585,
HHS Region 1,4 wk ahead,Bin,percent,7.8,7.9,0.00043359,
HHS Region 1,4 wk ahead,Bin,percent,7.9,8,0.000433583,
HHS Region 1,4 wk ahead,Bin,percent,8,8.1,0.000433582,
HHS Region 1,4 wk ahead,Bin,percent,8.1,8.2,0.000433589,
HHS Region 1,4 wk ahead,Bin,percent,8.2,8.3,0.000433586,
HHS Region 1,4 wk ahead,Bin,percent,8.3,8.4,0.000433582,
HHS Region 1,4 wk ahead,Bin,percent,8.4,8.5,0.000433606,
HHS Region 1,4 wk ahead,Bin,percent,8.5,8.6,0.000433961,
HHS Region 1,4 wk ahead,Bin,percent,8.6,8.7,0.000435475,
HHS Region 1,4 wk ahead,Bin,percent,8.7,8.8,0.000436504,
HHS Region 1,4 wk ahead,Bin,percent,8.8,8.9,0.000434969,
HHS Region 1,4 wk ahead,Bin,percent,8.9,9,0.000433793,
HHS Region 1,4 wk ahead,Bin,percent,9,9.1,0.00043359,
HHS Region 1,4 wk ahead,Bin,percent,9.1,9.2,0.000433583,
HHS Region 1,4 wk ahead,Bin,percent,9.2,9.3,0.000433589,
HHS Region 1,4 wk ahead,Bin,percent,9.3,9.4,0.000433586,
HHS Region 1,4 wk ahead,Bin,percent,9.4,9.5,0.000433582,
HHS Region 1,4 wk ahead,Bin,percent,9.5,9.6,0.000433583,
HHS Region 1,4 wk ahead,Bin,percent,9.6,9.7,0.000433593,
HHS Region 1,4 wk ahead,Bin,percent,9.7,9.8,0.000433581,
HHS Region 1,4 wk ahead,Bin,percent,9.8,9.9,0.000433582,
HHS Region 1,4 wk ahead,Bin,percent,9.9,10,0.000433587,
HHS Region 1,4 wk ahead,Bin,percent,10,10.1,0.000433588,
HHS Region 1,4 wk ahead,Bin,percent,10.1,10.2,0.000433583,
HHS Region 1,4 wk ahead,Bin,percent,10.2,10.3,0.000433582,
HHS Region 1,4 wk ahead,Bin,percent,10.3,10.4,0.00043359,
HHS Region 1,4 wk ahead,Bin,percent,10.4,10.5,0.000433586,
HHS Region 1,4 wk ahead,Bin,percent,10.5,10.6,0.000433581,
HHS Region 1,4 wk ahead,Bin,percent,10.6,10.7,0.000433585,
HHS Region 1,4 wk ahead,Bin,percent,10.7,10.8,0.000433591,
HHS Region 1,4 wk ahead,Bin,percent,10.8,10.9,0.000433582,
HHS Region 1,4 wk ahead,Bin,percent,10.9,11,0.000433583,
HHS Region 1,4 wk ahead,Bin,percent,11,11.1,0.000433587,
HHS Region 1,4 wk ahead,Bin,percent,11.1,11.2,0.000433588,
HHS Region 1,4 wk ahead,Bin,percent,11.2,11.3,0.000433581,
HHS Region 1,4 wk ahead,Bin,percent,11.3,11.4,0.000433582,
HHS Region 1,4 wk ahead,Bin,percent,11.4,11.5,0.000433593,
HHS Region 1,4 wk ahead,Bin,percent,11.5,11.6,0.000433583,
HHS Region 1,4 wk ahead,Bin,percent,11.6,11.7,0.000433582,
HHS Region 1,4 wk ahead,Bin,percent,11.7,11.8,0.000433584,
HHS Region 1,4 wk ahead,Bin,percent,11.8,11.9,0.000433591,
HHS Region 1,4 wk ahead,Bin,percent,11.9,12,0.000433583,
HHS Region 1,4 wk ahead,Bin,percent,12,12.1,0.000433582,
HHS Region 1,4 wk ahead,Bin,percent,12.1,12.2,0.000433589,
HHS Region 1,4 wk ahead,Bin,percent,12.2,12.3,0.000433586,
HHS Region 1,4 wk ahead,Bin,percent,12.3,12.4,0.000433581,
HHS Region 1,4 wk ahead,Bin,percent,12.4,12.5,0.000433583,
HHS Region 1,4 wk ahead,Bin,percent,12.5,12.6,0.00043359,
HHS Region 1,4 wk ahead,Bin,percent,12.6,12.7,0.000433571,
HHS Region 1,4 wk ahead,Bin,percent,12.7,12.8,0.000433541,
HHS Region 1,4 wk ahead,Bin,percent,12.8,12.9,0.000433471,
HHS Region 1,4 wk ahead,Bin,percent,12.9,13,0.000433301,
HHS Region 1,4 wk ahead,Bin,percent,13,100,0.00018873,
HHS Region 2,Season onset,Point,week,NA,NA,46.86666667,
HHS Region 2,Season onset,Bin,week,40,41,0.001501361,
HHS Region 2,Season onset,Bin,week,41,42,0.003091669,
HHS Region 2,Season onset,Bin,week,42,43,0.00633242,
HHS Region 2,Season onset,Bin,week,43,44,0.030521402,
HHS Region 2,Season onset,Bin,week,44,45,0.081917595,
HHS Region 2,Season onset,Bin,week,45,46,0.122161016,
HHS Region 2,Season onset,Bin,week,46,47,0.089425227,
HHS Region 2,Season onset,Bin,week,47,48,0.117231916,
HHS Region 2,Season onset,Bin,week,48,49,0.07546798,
HHS Region 2,Season onset,Bin,week,49,50,0.082117109,
HHS Region 2,Season onset,Bin,week,50,51,0.076723049,
HHS Region 2,Season onset,Bin,week,51,52,0.0733927,
HHS Region 2,Season onset,Bin,week,52,53,0.071012016,
HHS Region 2,Season onset,Bin,week,1,2,0.025896724,
HHS Region 2,Season onset,Bin,week,2,3,0.019477516,
HHS Region 2,Season onset,Bin,week,3,4,0.025785279,
HHS Region 2,Season onset,Bin,week,4,5,0.022543745,
HHS Region 2,Season onset,Bin,week,5,6,0.017869597,
HHS Region 2,Season onset,Bin,week,6,7,0.010789948,
HHS Region 2,Season onset,Bin,week,7,8,0.008588965,
HHS Region 2,Season onset,Bin,week,8,9,0.002127704,
HHS Region 2,Season onset,Bin,week,9,10,0.002247818,
HHS Region 2,Season onset,Bin,week,10,11,0.000759003,
HHS Region 2,Season onset,Bin,week,11,12,0.000575624,
HHS Region 2,Season onset,Bin,week,12,13,0.000575504,
HHS Region 2,Season onset,Bin,week,13,14,0.000575458,
HHS Region 2,Season onset,Bin,week,14,15,0.00057544,
HHS Region 2,Season onset,Bin,week,15,16,0.000575433,
HHS Region 2,Season onset,Bin,week,16,17,0.000575431,
HHS Region 2,Season onset,Bin,week,17,18,0.000575429,
HHS Region 2,Season onset,Bin,week,18,19,0.000575429,
HHS Region 2,Season onset,Bin,week,19,20,0.000575429,
HHS Region 2,Season onset,Bin,week,20,21,0.001973813,
HHS Region 2,Season onset,Bin,week,none,none,0.02586533,
HHS Region 2,Season peak week,Point,week,NA,NA,22.64412496,
HHS Region 2,Season peak week,Bin,week,40,41,0.001060375,
HHS Region 2,Season peak week,Bin,week,41,42,0.008114947,
HHS Region 2,Season peak week,Bin,week,42,43,0.011309639,
HHS Region 2,Season peak week,Bin,week,43,44,0.005282121,
HHS Region 2,Season peak week,Bin,week,44,45,0.008058196,
HHS Region 2,Season peak week,Bin,week,45,46,0.006095566,
HHS Region 2,Season peak week,Bin,week,46,47,0.008890469,
HHS Region 2,Season peak week,Bin,week,47,48,0.013278838,
HHS Region 2,Season peak week,Bin,week,48,49,0.013436675,
HHS Region 2,Season peak week,Bin,week,49,50,0.013668084,
