target,location,season,forecast date,observation,observation2
2wk,region4,2015/2016,3/7/2016,3.62199,
2wk,region4,2015/2016,3/14/2016,2.89248,
2wk,region4,2015/2016,3/21/2016,2.78744,
2wk,region4,2015/2016,3/28/2016,2.67521,
2wk,region4,2015/2016,4/4/2016,2.14815,
2wk,region4,2015/2016,4/11/2016,2.03974,
2wk,region4,2015/2016,4/18/2016,2.02476,
2wk,region4,2015/2016,4/25/2016,1.80236,
2wk,region4,2015/2016,5/2/2016,1.69895,
2wk,region4,2015/2016,5/9/2016,1.42414,
2wk,region4,2015/2016,5/16/2016,1.22519,
3wk,region4,2015/2016,11/2/2015,1.15319,
3wk,region4,2015/2016,11/9/2015,1.33627,
3wk,region4,2015/2016,11/16/2015,1.67671,
3wk,region4,2015/2016,11/23/2015,1.38019,
3wk,region4,2015/2016,12/1/2015,1.39325,
3wk,region4,2015/2016,12/7/2015,1.54031,
3wk,region4,2015/2016,12/14/2015,1.91839,
3wk,region4,2015/2016,12/21/2015,1.79477,
3wk,region4,2015/2016,12/30/2015,1.42303,
3wk,region4,2015/2016,1/6/2016,1.52679,
3wk,region4,2015/2016,1/11/2016,1.79656,
3wk,region4,2015/2016,1/18/2016,1.88048,
3wk,region4,2015/2016,1/25/2016,2.08757,
3wk,region4,2015/2016,2/1/2016,2.31665,
3wk,region4,2015/2016,2/8/2016,2.93945,
3wk,region4,2015/2016,2/15/2016,3.35558,
3wk,region4,2015/2016,2/22/2016,3.30622,
3wk,region4,2015/2016,2/29/2016,3.62199,
3wk,region4,2015/2016,3/7/2016,2.89248,
3wk,region4,2015/2016,3/14/2016,2.78744,
3wk,region4,2015/2016,3/21/2016,2.67521,
3wk,region4,2015/2016,3/28/2016,2.14815,
3wk,region4,2015/2016,4/4/2016,2.03974,
3wk,region4,2015/2016,4/11/2016,2.02476,
3wk,region4,2015/2016,4/18/2016,1.80236,
3wk,region4,2015/2016,4/25/2016,1.69895,
3wk,region4,2015/2016,5/2/2016,1.42414,
3wk,region4,2015/2016,5/9/2016,1.22519,
3wk,region4,2015/2016,5/16/2016,1.08891,
4wk,region4,2015/2016,11/2/2015,1.33627,
4wk,region4,2015/2016,11/9/2015,1.67671,
4wk,region4,2015/2016,11/16/2015,1.38019,
4wk,region4,2015/2016,11/23/2015,1.39325,
4wk,region4,2015/2016,12/1/2015,1.54031,
4wk,region4,2015/2016,12/7/2015,1.91839,
4wk,region4,2015/2016,12/14/2015,1.79477,
4wk,region4,2015/2016,12/21/2015,1.42303,
4wk,region4,2015/2016,12/30/2015,1.52679,
4wk,region4,2015/2016,1/6/2016,1.79656,
4wk,region4,2015/2016,1/11/2016,1.88048,
4wk,region4,2015/2016,1/18/2016,2.08757,
4wk,region4,2015/2016,1/25/2016,2.31665,
4wk,region4,2015/2016,2/1/2016,2.93945,
4wk,region4,2015/2016,2/8/2016,3.35558,
4wk,region4,2015/2016,2/15/2016,3.30622,
4wk,region4,2015/2016,2/22/2016,3.62199,
4wk,region4,2015/2016,2/29/2016,2.89248,
4wk,region4,2015/2016,3/7/2016,2.78744,
4wk,region4,2015/2016,3/14/2016,2.67521,
4wk,region4,2015/2016,3/21/2016,2.14815,
4wk,region4,2015/2016,3/28/2016,2.03974,
4wk,region4,2015/2016,4/4/2016,2.02476,
4wk,region4,2015/2016,4/11/2016,1.80236,
4wk,region4,2015/2016,4/18/2016,1.69895,
4wk,region4,2015/2016,4/25/2016,1.42414,
4wk,region4,2015/2016,5/2/2016,1.22519,
4wk,region4,2015/2016,5/9/2016,1.08891,
4wk,region4,2015/2016,5/16/2016,1.1183,
1wk,region5,2015/2016,11/2/2015,1.03624,
1wk,region5,2015/2016,11/9/2015,1.21233,
1wk,region5,2015/2016,11/16/2015,1.30497,
1wk,region5,2015/2016,11/23/2015,1.24789,
1wk,region5,2015/2016,12/1/2015,1.43269,
1wk,region5,2015/2016,12/7/2015,1.14728,
1wk,region5,2015/2016,12/14/2015,1.38412,
1wk,region5,2015/2016,12/21/2015,1.45376,
1wk,region5,2015/2016,12/30/2015,1.8247,
1wk,region5,2015/2016,1/6/2016,1.73198,
1wk,region5,2015/2016,1/11/2016,1.40186,
1wk,region5,2015/2016,1/18/2016,1.35927,
1wk,region5,2015/2016,1/25/2016,1.40448,
1wk,region5,2015/2016,2/1/2016,1.41707,
1wk,region5,2015/2016,2/8/2016,1.55406,
1wk,region5,2015/2016,2/15/2016,1.79381,
1wk,region5,2015/2016,2/22/2016,2.13446,
1wk,region5,2015/2016,2/29/2016,2.616,
1wk,region5,2015/2016,3/7/2016,2.88536,
1wk,region5,2015/2016,3/14/2016,3.25898,
1wk,region5,2015/2016,3/21/2016,2.57104,
1wk,region5,2015/2016,3/28/2016,2.30659,
1wk,region5,2015/2016,4/4/2016,2.01179,
1wk,region5,2015/2016,4/11/2016,1.58815,
1wk,region5,2015/2016,4/18/2016,1.45641,
1wk,region5,2015/2016,4/25/2016,1.4738,
1wk,region5,2015/2016,5/2/2016,1.36717,
1wk,region5,2015/2016,5/9/2016,1.02271,
1wk,region5,2015/2016,5/16/2016,1.15197,
2wk,region5,2015/2016,11/2/2015,1.21233,
2wk,region5,2015/2016,11/9/2015,1.30497,
2wk,region5,2015/2016,11/16/2015,1.24789,
2wk,region5,2015/2016,11/23/2015,1.43269,
2wk,region5,2015/2016,12/1/2015,1.14728,
2wk,region5,2015/2016,12/7/2015,1.38412,
2wk,region5,2015/2016,12/14/2015,1.45376,
2wk,region5,2015/2016,12/21/2015,1.8247,
2wk,region5,2015/2016,12/30/2015,1.73198,
2wk,region5,2015/2016,1/6/2016,1.40186,
2wk,region5,2015/2016,1/11/2016,1.35927,
2wk,region5,2015/2016,1/18/2016,1.40448,
2wk,region5,2015/2016,1/25/2016,1.41707,
2wk,region5,2015/2016,2/1/2016,1.55406,
2wk,region5,2015/2016,2/8/2016,1.79381,
2wk,region5,2015/2016,2/15/2016,2.13446,
2wk,region5,2015/2016,2/22/2016,2.616,
2wk,region5,2015/2016,2/29/2016,2.88536,
2wk,region5,2015/2016,3/7/2016,3.25898,
2wk,region5,2015/2016,3/14/2016,2.57104,
2wk,region5,2015/2016,3/21/2016,2.30659,
2wk,region5,2015/2016,3/28/2016,2.01179,
2wk,region5,2015/2016,4/4/2016,1.58815,
2wk,region5,2015/2016,4/11/2016,1.45641,
2wk,region5,2015/2016,4/18/2016,1.4738,
2wk,region5,2015/2016,4/25/2016,1.36717,
2wk,region5,2015/2016,5/2/2016,1.02271,
2wk,region5,2015/2016,5/9/2016,1.15197,
2wk,region5,2015/2016,5/16/2016,1.01874,
3wk,region5,2015/2016,11/2/2015,1.30497,
3wk,region5,2015/2016,11/9/2015,1.24789,
3wk,region5,2015/2016,11/16/2015,1.43269,
3wk,region5,2015/2016,11/23/2015,1.14728,
3wk,region5,2015/2016,12/1/2015,1.38412,
3wk,region5,2015/2016,12/7/2015,1.45376,
3wk,region5,2015/2016,12/14/2015,1.8247,
3wk,region5,2015/2016,12/21/2015,1.73198,
3wk,region5,2015/2016,12/30/2015,1.40186,
3wk,region5,2015/2016,1/6/2016,1.35927,
3wk,region5,2015/2016,1/11/2016,1.40448,
3wk,region5,2015/2016,1/18/2016,1.41707,
3wk,region5,2015/2016,1/25/2016,1.55406,
3wk,region5,2015/2016,2/1/2016,1.79381,
3wk,region5,2015/2016,2/8/2016,2.13446,
3wk,region5,2015/2016,2/15/2016,2.616,
3wk,region5,2015/2016,2/22/2016,2.88536,
3wk,region5,2015/2016,2/29/2016,3.25898,
3wk,region5,2015/2016,3/7/2016,2.57104,
3wk,region5,2015/2016,3/14/2016,2.30659,
3wk,region5,2015/2016,3/21/2016,2.01179,
3wk,region5,2015/2016,3/28/2016,1.58815,
3wk,region5,2015/2016,4/4/2016,1.45641,
3wk,region5,2015/2016,4/11/2016,1.4738,
3wk,region5,2015/2016,4/18/2016,1.36717,
3wk,region5,2015/2016,4/25/2016,1.02271,
3wk,region5,2015/2016,5/2/2016,1.15197,
3wk,region5,2015/2016,5/9/2016,1.01874,
3wk,region5,2015/2016,5/16/2016,0.784403,
4wk,region5,2015/2016,11/2/2015,1.24789,
4wk,region5,2015/2016,11/9/2015,1.43269,
4wk,region5,2015/2016,11/16/2015,1.14728,
4wk,region5,2015/2016,11/23/2015,1.38412,
4wk,region5,2015/2016,12/1/2015,1.45376,
4wk,region5,2015/2016,12/7/2015,1.8247,
4wk,region5,2015/2016,12/14/2015,1.73198,
4wk,region5,2015/2016,12/21/2015,1.40186,
4wk,region5,2015/2016,12/30/2015,1.35927,
4wk,region5,2015/2016,1/6/2016,1.40448,
4wk,region5,2015/2016,1/11/2016,1.41707,
4wk,region5,2015/2016,1/18/2016,1.55406,
4wk,region5,2015/2016,1/25/2016,1.79381,
4wk,region5,2015/2016,2/1/2016,2.13446,
4wk,region5,2015/2016,2/8/2016,2.616,
4wk,region5,2015/2016,2/15/2016,2.88536,
4wk,region5,2015/2016,2/22/2016,3.25898,
4wk,region5,2015/2016,2/29/2016,2.57104,
4wk,region5,2015/2016,3/7/2016,2.30659,
4wk,region5,2015/2016,3/14/2016,2.01179,
4wk,region5,2015/2016,3/21/2016,1.58815,
4wk,region5,2015/2016,3/28/2016,1.45641,
4wk,region5,2015/2016,4/4/2016,1.4738,
4wk,region5,2015/2016,4/11/2016,1.36717,
4wk,region5,2015/2016,4/18/2016,1.02271,
4wk,region5,2015/2016,4/25/2016,1.15197,
4wk,region5,2015/2016,5/2/2016,1.01874,
4wk,region5,2015/2016,5/9/2016,0.784403,
4wk,region5,2015/2016,5/16/2016,0.87185,
1wk,region6,2015/2016,11/2/2015,3.09627,
1wk,region6,2015/2016,11/9/2015,3.04959,
1wk,region6,2015/2016,11/16/2015,3.46367,
1wk,region6,2015/2016,11/23/2015,3.44926,
1wk,region6,2015/2016,12/1/2015,4.21557,
1wk,region6,2015/2016,12/7/2015,3.90919,
1wk,region6,2015/2016,12/14/2015,4.00152,
1wk,region6,2015/2016,12/21/2015,4.07757,
1wk,region6,2015/2016,12/30/2015,4.54338,
1wk,region6,2015/2016,1/6/2016,4.98502,
1wk,region6,2015/2016,1/11/2016,4.10939,
1wk,region6,2015/2016,1/18/2016,3.82311,
1wk,region6,2015/2016,1/25/2016,4.07882,
1wk,region6,2015/2016,2/1/2016,4.49916,
1wk,region6,2015/2016,2/8/2016,4.44789,
1wk,region6,2015/2016,2/15/2016,5.13729,
1wk,region6,2015/2016,2/22/2016,5.63083,
1wk,region6,2015/2016,2/29/2016,4.45538,
1wk,region6,2015/2016,3/7/2016,4.74938,
1wk,region6,2015/2016,3/14/2016,4.42739,
1wk,region6,2015/2016,3/21/2016,3.87817,
1wk,region6,2015/2016,3/28/2016,3.63245,
1wk,region6,2015/2016,4/4/2016,3.32203,
1wk,region6,2015/2016,4/11/2016,2.8685,
1wk,region6,2015/2016,4/18/2016,3.14612,
1wk,region6,2015/2016,4/25/2016,2.95383,
1wk,region6,2015/2016,5/2/2016,2.80274,
1wk,region6,2015/2016,5/9/2016,2.69358,
1wk,region6,2015/2016,5/16/2016,2.29334,
2wk,region6,2015/2016,11/2/2015,3.04959,
2wk,region6,2015/2016,11/9/2015,3.46367,
2wk,region6,2015/2016,11/16/2015,3.44926,
2wk,region6,2015/2016,11/23/2015,4.21557,
2wk,region6,2015/2016,12/1/2015,3.90919,
2wk,region6,2015/2016,12/7/2015,4.00152,
2wk,region6,2015/2016,12/14/2015,4.07757,
2wk,region6,2015/2016,12/21/2015,4.54338,
2wk,region6,2015/2016,12/30/2015,4.98502,
2wk,region6,2015/2016,1/6/2016,4.10939,
2wk,region6,2015/2016,1/11/2016,3.82311,
2wk,region6,2015/2016,1/18/2016,4.07882,
2wk,region6,2015/2016,1/25/2016,4.49916,
2wk,region6,2015/2016,2/1/2016,4.44789,
2wk,region6,2015/2016,2/8/2016,5.13729,
2wk,region6,2015/2016,2/15/2016,5.63083,
2wk,region6,2015/2016,2/22/2016,4.45538,
2wk,region6,2015/2016,2/29/2016,4.74938,
2wk,region6,2015/2016,3/7/2016,4.42739,
2wk,region6,2015/2016,3/14/2016,3.87817,
2wk,region6,2015/2016,3/21/2016,3.63245,
2wk,region6,2015/2016,3/28/2016,3.32203,
2wk,region6,2015/2016,4/4/2016,2.8685,
2wk,region6,2015/2016,4/11/2016,3.14612,
2wk,region6,2015/2016,4/18/2016,2.95383,
2wk,region6,2015/2016,4/25/2016,2.80274,
2wk,region6,2015/2016,5/2/2016,2.69358,
2wk,region6,2015/2016,5/9/2016,2.29334,
2wk,region6,2015/2016,5/16/2016,2.33389,
3wk,region6,2015/2016,11/2/2015,3.46367,
3wk,region6,2015/2016,11/9/2015,3.44926,
3wk,region6,2015/2016,11/16/2015,4.21557,
3wk,region6,2015/2016,11/23/2015,3.90919,
3wk,region6,2015/2016,12/1/2015,4.00152,
3wk,region6,2015/2016,12/7/2015,4.07757,
3wk,region6,2015/2016,12/14/2015,4.54338,
3wk,region6,2015/2016,12/21/2015,4.98502,
3wk,region6,2015/2016,12/30/2015,4.10939,
3wk,region6,2015/2016,1/6/2016,3.82311,
3wk,region6,2015/2016,1/11/2016,4.07882,
3wk,region6,2015/2016,1/18/2016,4.49916,
3wk,region6,2015/2016,1/25/2016,4.44789,
3wk,region6,2015/2016,2/1/2016,5.13729,
3wk,region6,2015/2016,2/8/2016,5.63083,
3wk,region6,2015/2016,2/15/2016,4.45538,
3wk,region6,2015/2016,2/22/2016,4.74938,
3wk,region6,2015/2016,2/29/2016,4.42739,
3wk,region6,2015/2016,3/7/2016,3.87817,
3wk,region6,2015/2016,3/14/2016,3.63245,
3wk,region6,2015/2016,3/21/2016,3.32203,
3wk,region6,2015/2016,3/28/2016,2.8685,
3wk,region6,2015/2016,4/4/2016,3.14612,
3wk,region6,2015/2016,4/11/2016,2.95383,
3wk,region6,2015/2016,4/18/2016,2.80274,
3wk,region6,2015/2016,4/25/2016,2.69358,
3wk,region6,2015/2016,5/2/2016,2.29334,
3wk,region6,2015/2016,5/9/2016,2.33389,
3wk,region6,2015/2016,5/16/2016,2.39586,
4wk,region6,2015/2016,11/2/2015,3.44926,
4wk,region6,2015/2016,11/9/2015,4.21557,
4wk,region6,2015/2016,11/16/2015,3.90919,
4wk,region6,2015/2016,11/23/2015,4.00152,
4wk,region6,2015/2016,12/1/2015,4.07757,
4wk,region6,2015/2016,12/7/2015,4.54338,
4wk,region6,2015/2016,12/14/2015,4.98502,
4wk,region6,2015/2016,12/21/2015,4.10939,
4wk,region6,2015/2016,12/30/2015,3.82311,
4wk,region6,2015/2016,1/6/2016,4.07882,
4wk,region6,2015/2016,1/11/2016,4.49916,
4wk,region6,2015/2016,1/18/2016,4.44789,
4wk,region6,2015/2016,1/25/2016,5.13729,
4wk,region6,2015/2016,2/1/2016,5.63083,
4wk,region6,2015/2016,2/8/2016,4.45538,
4wk,region6,2015/2016,2/15/2016,4.74938,
4wk,region6,2015/2016,2/22/2016,4.42739,
4wk,region6,2015/2016,2/29/2016,3.87817,
4wk,region6,2015/2016,3/7/2016,3.63245,
4wk,region6,2015/2016,3/14/2016,3.32203,
4wk,region6,2015/2016,3/21/2016,2.8685,
4wk,region6,2015/2016,3/28/2016,3.14612,
4wk,region6,2015/2016,4/4/2016,2.95383,
4wk,region6,2015/2016,4/11/2016,2.80274,
4wk,region6,2015/2016,4/18/2016,2.69358,
4wk,region6,2015/2016,4/25/2016,2.29334,
4wk,region6,2015/2016,5/2/2016,2.33389,
4wk,region6,2015/2016,5/9/2016,2.39586,
4wk,region6,2015/2016,5/16/2016,2.14434,
1wk,region7,2015/2016,11/2/2015,0.854524,
1wk,region7,2015/2016,11/9/2015,1.15375,
1wk,region7,2015/2016,11/16/2015,1.20878,
1wk,region7,2015/2016,11/23/2015,1.05016,
1wk,region7,2015/2016,12/1/2015,1.31092,
1wk,region7,2015/2016,12/7/2015,0.95359,
1wk,region7,2015/2016,12/14/2015,0.912263,
1wk,region7,2015/2016,12/21/2015,1.19874,
1wk,region7,2015/2016,12/30/2015,1.39056,
1wk,region7,2015/2016,1/6/2016,1.55082,
1wk,region7,2015/2016,1/11/2016,1.41906,
1wk,region7,2015/2016,1/18/2016,1.1452,
1wk,region7,2015/2016,1/25/2016,1.15409,
1wk,region7,2015/2016,2/1/2016,1.175,
1wk,region7,2015/2016,2/8/2016,1.12489,
1wk,region7,2015/2016,2/15/2016,1.50883,
1wk,region7,2015/2016,2/22/2016,1.81036,
1wk,region7,2015/2016,2/29/2016,1.8449,
1wk,region7,2015/2016,3/7/2016,2.40642,
1wk,region7,2015/2016,3/14/2016,2.50362,
1wk,region7,2015/2016,3/21/2016,1.99971,
1wk,region7,2015/2016,3/28/2016,2.05839,
1wk,region7,2015/2016,4/4/2016,2.09375,
1wk,region7,2015/2016,4/11/2016,1.54483,
1wk,region7,2015/2016,4/18/2016,1.39301,
1wk,region7,2015/2016,4/25/2016,1.20827,
1wk,region7,2015/2016,5/2/2016,0.986163,
1wk,region7,2015/2016,5/9/2016,0.908619,
1wk,region7,2015/2016,5/16/2016,0.704888,
2wk,region7,2015/2016,11/2/2015,1.15375,
2wk,region7,2015/2016,11/9/2015,1.20878,
2wk,region7,2015/2016,11/16/2015,1.05016,
2wk,region7,2015/2016,11/23/2015,1.31092,
2wk,region7,2015/2016,12/1/2015,0.95359,
2wk,region7,2015/2016,12/7/2015,0.912263,
2wk,region7,2015/2016,12/14/2015,1.19874,
2wk,region7,2015/2016,12/21/2015,1.39056,
2wk,region7,2015/2016,12/30/2015,1.55082,
2wk,region7,2015/2016,1/6/2016,1.41906,
2wk,region7,2015/2016,1/11/2016,1.1452,
2wk,region7,2015/2016,1/18/2016,1.15409,
2wk,region7,2015/2016,1/25/2016,1.175,
2wk,region7,2015/2016,2/1/2016,1.12489,
2wk,region7,2015/2016,2/8/2016,1.50883,
2wk,region7,2015/2016,2/15/2016,1.81036,
2wk,region7,2015/2016,2/22/2016,1.8449,
2wk,region7,2015/2016,2/29/2016,2.40642,
2wk,region7,2015/2016,3/7/2016,2.50362,
2wk,region7,2015/2016,3/14/2016,1.99971,
2wk,region7,2015/2016,3/21/2016,2.05839,
2wk,region7,2015/2016,3/28/2016,2.09375,
2wk,region7,2015/2016,4/4/2016,1.54483,
2wk,region7,2015/2016,4/11/2016,1.39301,
2wk,region7,2015/2016,4/18/2016,1.20827,
2wk,region7,2015/2016,4/25/2016,0.986163,
2wk,region7,2015/2016,5/2/2016,0.908619,
2wk,region7,2015/2016,5/9/2016,0.704888,
2wk,region7,2015/2016,5/16/2016,0.59335,
3wk,region7,2015/2016,11/2/2015,1.20878,
3wk,region7,2015/2016,11/9/2015,1.05016,
3wk,region7,2015/2016,11/16/2015,1.31092,
3wk,region7,2015/2016,11/23/2015,0.95359,
3wk,region7,2015/2016,12/1/2015,0.912263,
3wk,region7,2015/2016,12/7/2015,1.19874,
3wk,region7,2015/2016,12/14/2015,1.39056,
3wk,region7,2015/2016,12/21/2015,1.55082,
3wk,region7,2015/2016,12/30/2015,1.41906,
3wk,region7,2015/2016,1/6/2016,1.1452,
3wk,region7,2015/2016,1/11/2016,1.15409,
3wk,region7,2015/2016,1/18/2016,1.175,
3wk,region7,2015/2016,1/25/2016,1.12489,
3wk,region7,2015/2016,2/1/2016,1.50883,
3wk,region7,2015/2016,2/8/2016,1.81036,
3wk,region7,2015/2016,2/15/2016,1.8449,
3wk,region7,2015/2016,2/22/2016,2.40642,
3wk,region7,2015/2016,2/29/2016,2.50362,
3wk,region7,2015/2016,3/7/2016,1.99971,
3wk,region7,2015/2016,3/14/2016,2.05839,
3wk,region7,2015/2016,3/21/2016,2.09375,
3wk,region7,2015/2016,3/28/2016,1.54483,
3wk,region7,2015/2016,4/4/2016,1.39301,
3wk,region7,2015/2016,4/11/2016,1.20827,
3wk,region7,2015/2016,4/18/2016,0.986163,
3wk,region7,2015/2016,4/25/2016,0.908619,
3wk,region7,2015/2016,5/2/2016,0.704888,
3wk,region7,2015/2016,5/9/2016,0.59335,
3wk,region7,2015/2016,5/16/2016,0.32297,
4wk,region7,2015/2016,11/2/2015,1.05016,
4wk,region7,2015/2016,11/9/2015,1.31092,
4wk,region7,2015/2016,11/16/2015,0.95359,
4wk,region7,2015/2016,11/23/2015,0.912263,
4wk,region7,2015/2016,12/1/2015,1.19874,
4wk,region7,2015/2016,12/7/2015,1.39056,
4wk,region7,2015/2016,12/14/2015,1.55082,
4wk,region7,2015/2016,12/21/2015,1.41906,
4wk,region7,2015/2016,12/30/2015,1.1452,
4wk,region7,2015/2016,1/6/2016,1.15409,
4wk,region7,2015/2016,1/11/2016,1.175,
4wk,region7,2015/2016,1/18/2016,1.12489,
4wk,region7,2015/2016,1/25/2016,1.50883,
4wk,region7,2015/2016,2/1/2016,1.81036,
4wk,region7,2015/2016,2/8/2016,1.8449,
4wk,region7,2015/2016,2/15/2016,2.40642,
4wk,region7,2015/2016,2/22/2016,2.50362,
4wk,region7,2015/2016,2/29/2016,1.99971,
4wk,region7,2015/2016,3/7/2016,2.05839,
4wk,region7,2015/2016,3/14/2016,2.09375,
4wk,region7,2015/2016,3/21/2016,1.54483,
4wk,region7,2015/2016,3/28/2016,1.39301,
4wk,region7,2015/2016,4/4/2016,1.20827,
4wk,region7,2015/2016,4/11/2016,0.986163,
4wk,region7,2015/2016,4/18/2016,0.908619,
4wk,region7,2015/2016,4/25/2016,0.704888,
4wk,region7,2015/2016,5/2/2016,0.59335,
4wk,region7,2015/2016,5/9/2016,0.32297,
4wk,region7,2015/2016,5/16/2016,0.395716,
1wk,region8,2015/2016,11/2/2015,0.612608,
1wk,region8,2015/2016,11/9/2015,0.721433,
1wk,region8,2015/2016,11/16/2015,0.744407,
1wk,region8,2015/2016,11/23/2015,0.776688,
1wk,region8,2015/2016,12/1/2015,0.997922,
1wk,region8,2015/2016,12/7/2015,0.725679,
1wk,region8,2015/2016,12/14/2015,0.891982,
1wk,region8,2015/2016,12/21/2015,0.895779,
1wk,region8,2015/2016,12/30/2015,1.15229,
1wk,region8,2015/2016,1/6/2016,1.51137,
1wk,region8,2015/2016,1/11/2016,1.11457,
1wk,region8,2015/2016,1/18/2016,1.1948,
1wk,region8,2015/2016,1/25/2016,1.223,
1wk,region8,2015/2016,2/1/2016,1.27726,
1wk,region8,2015/2016,2/8/2016,1.56575,
1wk,region8,2015/2016,2/15/2016,1.82146,
1wk,region8,2015/2016,2/22/2016,2.14436,
1wk,region8,2015/2016,2/29/2016,2.17828,
1wk,region8,2015/2016,3/7/2016,2.02175,
1wk,region8,2015/2016,3/14/2016,2.13339,
1wk,region8,2015/2016,3/21/2016,2.15504,
1wk,region8,2015/2016,3/28/2016,1.8562,
1wk,region8,2015/2016,4/4/2016,1.75798,
1wk,region8,2015/2016,4/11/2016,1.65459,
1wk,region8,2015/2016,4/18/2016,1.29455,
1wk,region8,2015/2016,4/25/2016,1.15101,
1wk,region8,2015/2016,5/2/2016,0.981887,
1wk,region8,2015/2016,5/9/2016,0.974622,
1wk,region8,2015/2016,5/16/2016,0.822481,
2wk,region8,2015/2016,11/2/2015,0.721433,
2wk,region8,2015/2016,11/9/2015,0.744407,
2wk,region8,2015/2016,11/16/2015,0.776688,
2wk,region8,2015/2016,11/23/2015,0.997922,
2wk,region8,2015/2016,12/1/2015,0.725679,
2wk,region8,2015/2016,12/7/2015,0.891982,
2wk,region8,2015/2016,12/14/2015,0.895779,
2wk,region8,2015/2016,12/21/2015,1.15229,
2wk,region8,2015/2016,12/30/2015,1.51137,
2wk,region8,2015/2016,1/6/2016,1.11457,
2wk,region8,2015/2016,1/11/2016,1.1948,
2wk,region8,2015/2016,1/18/2016,1.223,
2wk,region8,2015/2016,1/25/2016,1.27726,
2wk,region8,2015/2016,2/1/2016,1.56575,
2wk,region8,2015/2016,2/8/2016,1.82146,
2wk,region8,2015/2016,2/15/2016,2.14436,
2wk,region8,2015/2016,2/22/2016,2.17828,
2wk,region8,2015/2016,2/29/2016,2.02175,
2wk,region8,2015/2016,3/7/2016,2.13339,
2wk,region8,2015/2016,3/14/2016,2.15504,
2wk,region8,2015/2016,3/21/2016,1.8562,
2wk,region8,2015/2016,3/28/2016,1.75798,
2wk,region8,2015/2016,4/4/2016,1.65459,
2wk,region8,2015/2016,4/11/2016,1.29455,
2wk,region8,2015/2016,4/18/2016,1.15101,
2wk,region8,2015/2016,4/25/2016,0.981887,
2wk,region8,2015/2016,5/2/2016,0.974622,
2wk,region8,2015/2016,5/9/2016,0.822481,
2wk,region8,2015/2016,5/16/2016,0.743372,
3wk,region8,2015/2016,11/2/2015,0.744407,
3wk,region8,2015/2016,11/9/2015,0.776688,
3wk,region8,2015/2016,11/16/2015,0.997922,
3wk,region8,2015/2016,11/23/2015,0.725679,
3wk,region8,2015/2016,12/1/2015,0.891982,
3wk,region8,2015/2016,12/7/2015,0.895779,
3wk,region8,2015/2016,12/14/2015,1.15229,
3wk,region8,2015/2016,12/21/2015,1.51137,
3wk,region8,2015/2016,12/30/2015,1.11457,
3wk,region8,2015/2016,1/6/2016,1.1948,
3wk,region8,2015/2016,1/11/2016,1.223,
3wk,region8,2015/2016,1/18/2016,1.27726,
3wk,region8,2015/2016,1/25/2016,1.56575,
3wk,region8,2015/2016,2/1/2016,1.82146,
3wk,region8,2015/2016,2/8/2016,2.14436,
3wk,region8,2015/2016,2/15/2016,2.17828,
3wk,region8,2015/2016,2/22/2016,2.02175,
3wk,region8,2015/2016,2/29/2016,2.13339,
3wk,region8,2015/2016,3/7/2016,2.15504,
3wk,region8,2015/2016,3/14/2016,1.8562,
3wk,region8,2015/2016,3/21/2016,1.75798,
3wk,region8,2015/2016,3/28/2016,1.65459,
3wk,region8,2015/2016,4/4/2016,1.29455,
3wk,region8,2015/2016,4/11/2016,1.15101,
3wk,region8,2015/2016,4/18/2016,0.981887,
3wk,region8,2015/2016,4/25/2016,0.974622,
3wk,region8,2015/2016,5/2/2016,0.822481,
3wk,region8,2015/2016,5/9/2016,0.743372,
3wk,region8,2015/2016,5/16/2016,0.748952,
4wk,region8,2015/2016,11/2/2015,0.776688,
4wk,region8,2015/2016,11/9/2015,0.997922,
4wk,region8,2015/2016,11/16/2015,0.725679,
4wk,region8,2015/2016,11/23/2015,0.891982,
4wk,region8,2015/2016,12/1/2015,0.895779,
4wk,region8,2015/2016,12/7/2015,1.15229,
4wk,region8,2015/2016,12/14/2015,1.51137,
4wk,region8,2015/2016,12/21/2015,1.11457,
4wk,region8,2015/2016,12/30/2015,1.1948,
4wk,region8,2015/2016,1/6/2016,1.223,
4wk,region8,2015/2016,1/11/2016,1.27726,
4wk,region8,2015/2016,1/18/2016,1.56575,
4wk,region8,2015/2016,1/25/2016,1.82146,
4wk,region8,2015/2016,2/1/2016,2.14436,
4wk,region8,2015/2016,2/8/2016,2.17828,
4wk,region8,2015/2016,2/15/2016,2.02175,
4wk,region8,2015/2016,2/22/2016,2.13339,
4wk,region8,2015/2016,2/29/2016,2.15504,
4wk,region8,2015/2016,3/7/2016,1.8562,
4wk,region8,2015/2016,3/14/2016,1.75798,
4wk,region8,2015/2016,3/21/2016,1.65459,
4wk,region8,2015/2016,3/28/2016,1.29455,
4wk,region8,2015/2016,4/4/2016,1.15101,
4wk,region8,2015/2016,4/11/2016,0.981887,
4wk,region8,2015/2016,4/18/2016,0.974622,
4wk,region8,2015/2016,4/25/2016,0.822481,
4wk,region8,2015/2016,5/2/2016,0.743372,
4wk,region8,2015/2016,5/9/2016,0.748952,
4wk,region8,2015/2016,5/16/2016,0.739644,
1wk,region9,2015/2016,11/2/2015,1.68057,
1wk,region9,2015/2016,11/9/2015,1.85319,
1wk,region9,2015/2016,11/16/2015,1.78976,
1wk,region9,2015/2016,11/23/2015,2.04532,
1wk,region9,2015/2016,12/1/2015,2.3103,
